DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Jan1983,-1.15398,-0.98645,0.01246,0.5346,0.25808,0.21163,0.12725,-0.02704,-0.03925,-0.37494,-0.37969,-0.62362,-0.60644,-0.56188,-0.87368,-0.8348,-0.66737,-0.61012,-0.53542,-0.57915,-0.50131,-0.58405,-0.51842,-0.54258,-0.53558,-0.51455,-0.40267,-0.4333,-0.32991,-0.35349,-0.3615,-0.3951,-0.36539,-0.38547,-0.2601,-0.30889,-0.32914,-0.21975,-0.24841,-0.38307,-0.51142,-0.51154,-0.5533,-0.53058,-0.52493,-0.52806,-0.42952,-0.30442
Feb1983,-1.45878,-1.54171,-1.4018,-0.43655,0.14537,-0.11459,-0.14185,-0.22085,-0.33826,-0.31763,-0.58094,-0.57653,-0.7814,-0.7591,-0.71529,-0.98504,-0.95513,-0.79961,-0.73879,-0.66776,-0.69908,-0.6214,-0.69105,-0.62858,-0.64544,-0.63576,-0.61608,-0.50359,-0.53152,-0.43314,-0.45411,-0.4613,-0.49081,-0.46106,-0.47464,-0.35312,-0.39702,-0.41387,-0.31039,-0.33813,-0.46537,-0.5869,-0.58557,-0.62366,-0.59941,-0.5934,-0.59401,-0.49989
Mar1983,-1.258,-1.55412,-1.65106,-1.55311,-0.84163,-0.28789,-0.48998,-0.49366,-0.54074,-0.62694,-0.57157,-0.77903,-0.77249,-0.93497,-0.9076,-0.84938,-1.06596,-1.04474,-0.91067,-0.85575,-0.78955,-0.81099,-0.73223,-0.78814,-0.73221,-0.74138,-0.73317,-0.71587,-0.60353,-0.63084,-0.53858,-0.55757,-0.56272,-0.58745,-0.55586,-0.5656,-0.44887,-0.48808,-0.50076,-0.40534,-0.43209,-0.55061,-0.66494,-0.66242,-0.69747,-0.6741,-0.66581,-0.66317
Apr1983,-0.80844,-1.13137,-1.31235,-1.3709,-1.42061,-0.94953,-0.50612,-0.65631,-0.64258,-0.67148,-0.73083,-0.67252,-0.83428,-0.82993,-0.96239,-0.93586,-0.88288,-1.06903,-1.04991,-0.93551,-0.88748,-0.8305,-0.8464,-0.77885,-0.82608,-0.77779,-0.7848,-0.77663,-0.75844,-0.65549,-0.67919,-0.5971,-0.61506,-0.61819,-0.64071,-0.61116,-0.61725,-0.51031,-0.54656,-0.55676,-0.46807,-0.49322,-0.60084,-0.70577,-0.703,-0.73515,-0.71328,-0.70627
May1983,-0.89913,-1.0007,-1.18448,-1.31197,-1.3633,-1.41985,-1.04987,-0.67454,-0.80471,-0.78818,-0.80916,-0.8557,-0.79163,-0.92295,-0.91443,-1.02778,-1.00166,-0.95318,-1.11634,-1.09772,-0.99441,-0.94847,-0.89486,-0.90799,-0.84386,-0.88379,-0.83851,-0.84303,-0.83527,-0.8205,-0.7235,-0.74685,-0.66924,-0.68461,-0.68551,-0.70477,-0.67545,-0.68096,-0.57899,-0.61059,-0.6194,-0.53487,-0.55692,-0.65826,-0.75676,-0.75485,-0.78411,-0.76284
Jun1983,-0.07973,-0.77246,-0.96082,-1.15653,-1.27041,-1.32348,-1.38693,-1.04209,-0.67991,-0.80579,-0.78679,-0.80701,-0.85097,-0.79295,-0.91597,-0.90818,-1.01849,-0.99293,-0.94811,-1.10976,-1.08868,-0.98784,-0.94201,-0.89044,-0.9034,-0.84365,-0.88248,-0.83858,-0.84251,-0.8349,-0.8165,-0.72147,-0.74509,-0.66952,-0.68357,-0.68418,-0.70346,-0.67581,-0.68177,-0.58435,-0.61429,-0.62217,-0.53824,-0.56115,-0.66058,-0.75632,-0.75437,-0.78253
Jul1983,-0.5495,-0.43068,-0.85941,-0.99337,-1.18544,-1.29795,-1.35211,-1.41396,-1.09146,-0.7594,-0.87627,-0.85667,-0.87811,-0.91637,-0.8569,-0.96394,-0.95342,-1.0545,-1.02791,-0.98513,-1.13602,-1.11441,-1.01544,-0.96965,-0.92016,-0.93093,-0.87261,-0.90879,-0.86747,-0.87029,-0.86249,-0.84426,-0.75312,-0.7765,-0.70261,-0.71555,-0.71529,-0.73254,-0.70453,-0.71018,-0.61632,-0.64455,-0.65209,-0.56843,-0.58984,-0.6859,-0.77974,-0.77795
Aug1983,0.02929,-0.31807,-0.36824,-0.78653,-0.93956,-1.13534,-1.24719,-1.30227,-1.36174,-1.0554,-0.7319,-0.84453,-0.8255,-0.8491,-0.88712,-0.83532,-0.94355,-0.93244,-1.03221,-1.00549,-0.9625,-1.11566,-1.09546,-0.99656,-0.95116,-0.90106,-0.91279,-0.85627,-0.89289,-0.85244,-0.8564,-0.84874,-0.83331,-0.74376,-0.76754,-0.6954,-0.70894,-0.70892,-0.72561,-0.69801,-0.70459,-0.61252,-0.6406,-0.64926,-0.56555,-0.58574,-0.68048,-0.77322
Sep1983,-0.1405,-0.06412,-0.32966,-0.32881,-0.72743,-0.90922,-1.10598,-1.22755,-1.28638,-1.3343,-1.04478,-0.74071,-0.84636,-0.82893,-0.85519,-0.89069,-0.84598,-0.95229,-0.94249,-1.03983,-1.01466,-0.97308,-1.11748,-1.09787,-1.00228,-0.95796,-0.90805,-0.91953,-0.86171,-0.89886,-0.85816,-0.86272,-0.85375,-0.83923,-0.75187,-0.7759,-0.70505,-0.71891,-0.71982,-0.73593,-0.70698,-0.71175,-0.6181,-0.64616,-0.65189,-0.56433,-0.58344,-0.67899
Oct1983,-0.49853,-0.4526,-0.36998,-0.53145,-0.49135,-0.76832,-0.92811,-1.11458,-1.24683,-1.30807,-1.36847,-1.08278,-0.79157,-0.89026,-0.87069,-0.89377,-0.9289,-0.88853,-0.98248,-0.96894,-1.05938,-1.03108,-0.98986,-1.12752,-1.10969,-1.01691,-0.97484,-0.92719,-0.93865,-0.88201,-0.91557,-0.87577,-0.87874,-0.86852,-0.85052,-0.76769,-0.78943,-0.72063,-0.73487,-0.73606,-0.74955,-0.72078,-0.72498,-0.6332,-0.66036,-0.6665,-0.58008,-0.59718
Nov1983,-0.7822,-0.85685,-0.8779,-0.78166,-0.93117,-0.85233,-1.01239,-1.08765,-1.2626,-1.36089,-1.40067,-1.47769,-1.23061,-0.96929,-1.05118,-1.02791,-1.04117,-1.0612,-1.0109,-1.079,-1.06024,-1.13816,-1.10511,-1.06526,-1.19335,-1.17172,-1.08232,-1.04338,-0.99453,-1.00461,-0.94392,-0.97109,-0.92989,-0.93261,-0.92443,-0.90861,-0.82925,-0.85074,-0.78411,-0.7954,-0.79666,-0.80952,-0.78109,-0.78377,-0.69438,-0.7178,-0.7214,-0.63672
Dec1983,-0.52817,-0.84747,-0.93931,-0.98023,-0.90403,-1.04053,-0.96747,-1.09058,-1.16973,-1.36875,-1.46388,-1.50198,-1.60646,-1.33757,-1.09304,-1.16423,-1.13789,-1.14522,-1.15806,-1.08684,-1.14539,-1.12095,-1.19591,-1.15756,-1.12481,-1.25144,-1.23068,-1.13913,-1.10085,-1.05221,-1.06083,-0.99699,-1.0186,-0.97714,-0.97931,-0.97101,-0.95294,-0.87217,-0.89346,-0.82751,-0.83755,-0.83797,-0.85006,-0.82009,-0.82331,-0.73586,-0.7587,-0.7621
Jan1984,-0.14706,-0.54712,-0.87609,-1.01226,-1.00357,-0.94613,-1.04508,-0.99718,-1.11831,-1.22465,-1.43028,-1.52063,-1.55137,-1.568,-1.31162,-1.09258,-1.16118,-1.13821,-1.15035,-1.16679,-1.09742,-1.16425,-1.1485,-1.22319,-1.19068,-1.16178,-1.28836,-1.26496,-1.17581,-1.13902,-1.09132,-1.10115,-1.04112,-1.06565,-1.02374,-1.02907,-1.02237,-1.0059,-0.92793,-0.95095,-0.88741,-0.89913,-0.90069,-0.91358,-0.88453,-0.88957,-0.80055,-0.8237
Feb1984,-0.87866,-0.67366,-0.8347,-1.05094,-1.15272,-1.1287,-1.05844,-1.12427,-1.06923,-1.15737,-1.24066,-1.43427,-1.52387,-1.55469,-1.57108,-1.33255,-1.13273,-1.19812,-1.17281,-1.18106,-1.19182,-1.12558,-1.18677,-1.17332,-1.24299,-1.21164,-1.18747,-1.31136,-1.2889,-1.20135,-1.16444,-1.11785,-1.12649,-1.06799,-1.08984,-1.04852,-1.05298,-1.04557,-1.02875,-0.95528,-0.97747,-0.91588,-0.92677,-0.92716,-0.93789,-0.90976,-0.91338,-0.82797
Mar1984,-1.6305,-1.56509,-1.31827,-1.35907,-1.46929,-1.55491,-1.48364,-1.40228,-1.42862,-1.35015,-1.36686,-1.41227,-1.58066,-1.63569,-1.65191,-1.65766,-1.4264,-1.25541,-1.31241,-1.29144,-1.29709,-1.29627,-1.22598,-1.2729,-1.26281,-1.32057,-1.29233,-1.27487,-1.39123,-1.3747,-1.29299,-1.25715,-1.21083,-1.21454,-1.15346,-1.17041,-1.13078,-1.13345,-1.12381,-1.10747,-1.04006,-1.06139,-1.00363,-1.01274,-1.01206,-1.02109,-0.99185,-0.99137
Apr1984,0.36196,-0.70209,-0.83073,-0.76809,-0.91916,-1.05718,-1.11967,-1.09607,-1.04362,-1.09192,-1.05859,-1.12457,-1.18198,-1.31776,-1.38747,-1.4242,-1.42736,-1.2427,-1.08238,-1.1379,-1.12101,-1.13184,-1.14063,-1.09083,-1.14925,-1.14178,-1.20159,-1.17989,-1.16101,-1.27566,-1.25635,-1.17959,-1.14876,-1.10537,-1.1152,-1.06468,-1.08569,-1.0491,-1.05545,-1.04807,-1.03163,-0.96808,-0.98806,-0.93297,-0.94264,-0.94321,-0.95338,-0.92945
May1984,-0.62694,-0.1569,-0.79711,-0.88334,-0.83681,-0.95242,-1.06977,-1.11892,-1.10192,-1.06256,-1.10637,-1.08085,-1.13704,-1.18276,-1.2943,-1.3588,-1.39419,-1.40239,-1.24139,-1.09442,-1.14525,-1.12765,-1.13645,-1.14583,-1.10065,-1.15603,-1.14985,-1.20584,-1.18648,-1.16812,-1.27458,-1.25592,-1.18604,-1.15794,-1.1173,-1.12583,-1.07881,-1.09979,-1.06492,-1.07011,-1.06319,-1.04614,-0.98461,-1.00331,-0.95097,-0.96124,-0.96084,-0.97032
Jun1984,0.05747,-0.50062,-0.1804,-0.77322,-0.8527,-0.82067,-0.92975,-1.04546,-1.08162,-1.0738,-1.0337,-1.07258,-1.04966,-1.10955,-1.15337,-1.26138,-1.32702,-1.36309,-1.3733,-1.22379,-1.07801,-1.12622,-1.10757,-1.11662,-1.12737,-1.08662,-1.14126,-1.13499,-1.1897,-1.171,-1.14991,-1.25328,-1.23486,-1.16672,-1.13936,-1.0999,-1.10929,-1.06501,-1.08673,-1.05366,-1.05844,-1.05157,-1.0341,-0.97443,-0.99298,-0.94155,-0.95155,-0.95073
Jul1984,0.60582,0.40278,-0.27006,-0.02105,-0.63412,-0.7437,-0.74308,-0.86127,-0.97155,-1.00511,-1.00701,-0.97153,-1.01669,-1.00013,-1.06989,-1.11402,-1.21639,-1.28215,-1.3204,-1.33362,-1.18847,-1.04154,-1.08849,-1.06929,-1.07941,-1.09124,-1.05478,-1.11266,-1.10772,-1.16252,-1.14485,-1.1224,-1.22518,-1.20675,-1.13959,-1.11353,-1.07467,-1.08409,-1.04185,-1.06578,-1.03455,-1.03916,-1.03345,-1.01471,-0.95475,-0.97236,-0.92192,-0.93222
Aug1984,0.96692,0.92964,0.72224,0.08745,0.22511,-0.42872,-0.56314,-0.57522,-0.68201,-0.82306,-0.85677,-0.86486,-0.83136,-0.88474,-0.87534,-0.96525,-1.02238,-1.1278,-1.19874,-1.24196,-1.25574,-1.11477,-0.96518,-1.01297,-0.99425,-1.00395,-1.01954,-0.98785,-1.05129,-1.04668,-1.10461,-1.08791,-1.06713,-1.17201,-1.15398,-1.08679,-1.06221,-1.02374,-1.03413,-0.99456,-1.02119,-0.99055,-0.99573,-0.99177,-0.97193,-0.9107,-0.92861,-0.87836
Sep1984,-1.22438,-0.26365,0.03606,0.03037,-0.34491,-0.16227,-0.65478,-0.76255,-0.75622,-0.85785,-0.9687,-0.99848,-1.00043,-0.96762,-1.01325,-0.99654,-1.07025,-1.11488,-1.21156,-1.2742,-1.31245,-1.32391,-1.18459,-1.04557,-1.09057,-1.07179,-1.07927,-1.09148,-1.05465,-1.11144,-1.10573,-1.15953,-1.14105,-1.12192,-1.22268,-1.20573,-1.1412,-1.11682,-1.08033,-1.08894,-1.04781,-1.06985,-1.03807,-1.04264,-1.03542,-1.01238,-0.95176,-0.97042
Oct1984,-1.08183,-1.50983,-0.83225,-0.55195,-0.46909,-0.63151,-0.43869,-0.81357,-0.90301,-0.89078,-0.99579,-1.0912,-1.12555,-1.11869,-1.08221,-1.1189,-1.09822,-1.15995,-1.18876,-1.27606,-1.32923,-1.36159,-1.36974,-1.23344,-1.10308,-1.14498,-1.12718,-1.1342,-1.14442,-1.10523,-1.15507,-1.14836,-1.19785,-1.17821,-1.15721,-1.25518,-1.23876,-1.17662,-1.15285,-1.11721,-1.12365,-1.08203,-1.10166,-1.0703,-1.07422,-1.0673,-1.04456,-0.98506
Nov1984,1.5803,0.90684,0.4052,0.66285,0.78854,0.70965,0.39988,0.42628,-0.09731,-0.25733,-0.31417,-0.45203,-0.63726,-0.67053,-0.683,-0.65686,-0.71768,-0.72149,-0.83593,-0.89685,-0.99783,-1.07202,-1.11803,-1.13268,-0.99536,-0.84003,-0.88941,-0.87628,-0.88575,-0.90888,-0.88212,-0.95282,-0.94636,-1.0101,-0.99651,-0.97374,-1.08531,-1.067,-1.00046,-0.97715,-0.94126,-0.95332,-0.9174,-0.94749,-0.91442,-0.92009,-0.915,-0.89112
Dec1984,-0.09718,1.04397,0.60479,0.22437,0.42649,0.526,0.461,0.20834,0.27731,-0.16492,-0.31023,-0.35359,-0.50484,-0.69666,-0.73957,-0.74247,-0.71321,-0.76854,-0.76927,-0.86708,-0.92596,-1.02192,-1.09603,-1.13866,-1.16108,-1.02333,-0.86464,-0.91385,-0.90235,-0.91234,-0.93537,-0.90734,-0.97482,-0.96807,-1.03242,-1.0192,-0.99386,-1.10479,-1.08633,-1.01947,-0.99547,-0.95887,-0.97072,-0.93344,-0.96511,-0.93346,-0.93934,-0.93466
Jan1985,0.83722,0.29867,1.12481,0.74049,0.38425,0.56566,0.63822,0.57939,0.32417,0.39737,-0.03987,-0.20131,-0.25148,-0.38514,-0.58576,-0.63198,-0.6392,-0.61641,-0.67378,-0.6814,-0.78488,-0.86444,-0.97059,-1.05114,-1.10144,-1.12812,-0.9922,-0.82746,-0.87845,-0.87082,-0.8818,-0.90902,-0.88724,-0.96343,-0.95697,-1.02804,-1.0176,-0.99316,-1.11165,-1.095,-1.02966,-1.00741,-0.97111,-0.98525,-0.95074,-0.98826,-0.95634,-0.9625
Feb1985,-0.29207,0.34359,0.07616,0.97078,0.61464,0.28424,0.4525,0.50527,0.45245,0.21989,0.29267,-0.0897,-0.23357,-0.28366,-0.40822,-0.59643,-0.64244,-0.64899,-0.62257,-0.67777,-0.68202,-0.78342,-0.86262,-0.96588,-1.04327,-1.0926,-1.12152,-0.99032,-0.82941,-0.87896,-0.87143,-0.88224,-0.90887,-0.88909,-0.96293,-0.95602,-1.02551,-1.01508,-0.99035,-1.10775,-1.09131,-1.02722,-1.0057,-0.96948,-0.98221,-0.94937,-0.98593,-0.95563
Mar1985,-0.081,-0.23084,0.20171,-0.01926,0.81862,0.51264,0.22492,0.37781,0.43007,0.38102,0.1751,0.23863,-0.10414,-0.23664,-0.28626,-0.38457,-0.55023,-0.59848,-0.61213,-0.58932,-0.64058,-0.64625,-0.74295,-0.82446,-0.9264,-1.0005,-1.05302,-1.08374,-0.95716,-0.8025,-0.85199,-0.84673,-0.85678,-0.88294,-0.86489,-0.94026,-0.93329,-1.00278,-0.99246,-0.96832,-1.08506,-1.06921,-1.00616,-0.98541,-0.95,-0.96352,-0.93222,-0.96834
Apr1985,0.40854,0.19846,0.04999,0.26083,0.10424,0.80664,0.54094,0.29284,0.42304,0.47419,0.43337,0.24987,0.29171,-0.02344,-0.14572,-0.19292,-0.28425,-0.44731,-0.4911,-0.50269,-0.48288,-0.53011,-0.53912,-0.63937,-0.72506,-0.82346,-0.89739,-0.95083,-0.97656,-0.85899,-0.71207,-0.76054,-0.75927,-0.76901,-0.79821,-0.78683,-0.86244,-0.85726,-0.92735,-0.91923,-0.89545,-1.00818,-0.99262,-0.93239,-0.91359,-0.88095,-0.8954,-0.86936
May1985,0.57824,0.61181,0.35667,0.20476,0.3696,0.23937,0.88206,0.61884,0.37305,0.49964,0.55197,0.51244,0.33142,0.35844,0.04403,-0.07917,-0.12799,-0.21278,-0.37615,-0.41705,-0.42663,-0.4085,-0.45371,-0.46654,-0.57037,-0.65964,-0.75693,-0.83178,-0.88755,-0.91297,-0.79907,-0.65817,-0.70516,-0.70532,-0.71474,-0.74425,-0.73679,-0.81593,-0.81124,-0.88013,-0.87378,-0.84988,-0.95935,-0.94375,-0.88476,-0.86812,-0.83591,-0.85094
Jun1985,-0.78288,-0.0306,0.1955,0.08899,-0.01429,0.15768,0.06759,0.73372,0.4788,0.23917,0.37046,0.41666,0.37793,0.20573,0.23759,-0.05815,-0.1719,-0.21237,-0.29098,-0.44411,-0.48105,-0.4886,-0.46927,-0.51154,-0.52088,-0.61987,-0.70241,-0.79486,-0.86468,-0.91698,-0.93762,-0.82735,-0.69294,-0.73762,-0.73627,-0.74467,-0.77287,-0.76535,-0.84091,-0.83775,-0.90289,-0.89576,-0.87147,-0.97766,-0.96295,-0.90575,-0.88937,-0.85757
Jul1985,0.24254,-0.39568,-0.02245,0.19809,0.1084,6e-04,0.15226,0.05416,0.7225,0.46404,0.22455,0.3609,0.40632,0.36706,0.19999,0.23134,-0.06837,-0.18031,-0.21879,-0.29359,-0.44171,-0.47539,-0.48115,-0.46165,-0.50414,-0.51293,-0.61267,-0.69492,-0.78817,-0.85727,-0.90936,-0.92887,-0.82175,-0.69072,-0.73393,-0.73266,-0.74052,-0.76758,-0.76045,-0.83629,-0.83467,-0.89851,-0.89221,-0.86669,-0.97064,-0.95536,-0.89959,-0.88375
Aug1985,-1.38252,-0.86103,-1.03417,-0.58362,-0.30832,-0.29094,-0.335,-0.16164,-0.20729,0.45363,0.23007,0.0054,0.14487,0.1919,0.15809,0.00704,0.04788,-0.22579,-0.32404,-0.35048,-0.41539,-0.5492,-0.58107,-0.58375,-0.56277,-0.60138,-0.60671,-0.69604,-0.76842,-0.85555,-0.91935,-0.96659,-0.98743,-0.88527,-0.76101,-0.80215,-0.8004,-0.8072,-0.83106,-0.82153,-0.89175,-0.88982,-0.94954,-0.94337,-0.91706,-1.0143,-1.00008,-0.94701
Sep1985,-0.00511,-0.94485,-0.67739,-0.86666,-0.49546,-0.27194,-0.25603,-0.31643,-0.15614,-0.21938,0.41499,0.19753,-0.01499,0.11994,0.15946,0.12865,-0.01773,0.0244,-0.24133,-0.33774,-0.36177,-0.42702,-0.5536,-0.58508,-0.58728,-0.56677,-0.60353,-0.60861,-0.69483,-0.76819,-0.85385,-0.91794,-0.96357,-0.98492,-0.88488,-0.76236,-0.80348,-0.80229,-0.81003,-0.83349,-0.8229,-0.89128,-0.88735,-0.94723,-0.93861,-0.90873,-1.00536,-0.99229
Oct1985,-0.64185,-0.47723,-1.03213,-0.86581,-0.98175,-0.61084,-0.40627,-0.36115,-0.40592,-0.2634,-0.32491,0.27603,0.08018,-0.12136,0.00747,0.04514,0.01449,-0.12715,-0.07809,-0.3189,-0.40644,-0.42132,-0.48221,-0.59647,-0.62793,-0.63097,-0.61169,-0.64679,-0.65165,-0.73261,-0.79932,-0.8809,-0.94087,-0.98322,-1.00041,-0.90516,-0.78527,-0.82501,-0.82443,-0.83203,-0.85266,-0.84143,-0.90713,-0.90263,-0.96082,-0.95291,-0.92319,-1.01706
Nov1985,-0.36283,-0.63803,-0.6332,-1.04468,-0.98202,-1.06275,-0.72647,-0.51929,-0.49578,-0.52149,-0.38423,-0.44444,0.1128,-0.05303,-0.24423,-0.11835,-0.08037,-0.10562,-0.23858,-0.17267,-0.3947,-0.47215,-0.47996,-0.53559,-0.64372,-0.66692,-0.66835,-0.65002,-0.68144,-0.68717,-0.76131,-0.8232,-0.89977,-0.95952,-1.00366,-1.0218,-0.92919,-0.81275,-0.8514,-0.8491,-0.85704,-0.87776,-0.867,-0.93089,-0.92546,-0.98048,-0.97135,-0.9416
Dec1985,0.20648,-0.1734,-0.44339,-0.47141,-0.86361,-0.82199,-0.92356,-0.66515,-0.49103,-0.46987,-0.49764,-0.35826,-0.43438,0.09873,-0.07174,-0.25207,-0.12472,-0.08172,-0.106,-0.22532,-0.16738,-0.38254,-0.4599,-0.46451,-0.52704,-0.63931,-0.65939,-0.66112,-0.6455,-0.67809,-0.68451,-0.76066,-0.82137,-0.89915,-0.96074,-1.00669,-1.02262,-0.92716,-0.80925,-0.8488,-0.84619,-0.85402,-0.87523,-0.86424,-0.93124,-0.92744,-0.98368,-0.97521
Jan1986,-0.98392,-0.49268,-0.58844,-0.81482,-0.79237,-1.12872,-1.05965,-1.1374,-0.87861,-0.70266,-0.67953,-0.6963,-0.54442,-0.59012,-0.09728,-0.25079,-0.41302,-0.29146,-0.24557,-0.26093,-0.36066,-0.30642,-0.50996,-0.5808,-0.58261,-0.63976,-0.74352,-0.76046,-0.76089,-0.74784,-0.77797,-0.78353,-0.85541,-0.91388,-0.98899,-1.05123,-1.09662,-1.11373,-1.02331,-0.90805,-0.95053,-0.9488,-0.95726,-0.97823,-0.96738,-1.03514,-1.03193,-1.08675
Feb1986,-0.28618,-0.8326,-0.55306,-0.62377,-0.81231,-0.79073,-1.08989,-1.01612,-1.08587,-0.85727,-0.69334,-0.66997,-0.68833,-0.55429,-0.59864,-0.1374,-0.28243,-0.43392,-0.31337,-0.2718,-0.28324,-0.37902,-0.33048,-0.52442,-0.59058,-0.59279,-0.64803,-0.74666,-0.76365,-0.76403,-0.75144,-0.78102,-0.78646,-0.85781,-0.91427,-0.98703,-1.04796,-1.09229,-1.108,-1.02124,-0.90882,-0.94981,-0.94819,-0.95569,-0.97509,-0.96541,-1.03165,-1.0295
Mar1986,0.20087,-0.03004,-0.41665,-0.37244,-0.47939,-0.63487,-0.61643,-0.8891,-0.8367,-0.9245,-0.73852,-0.60032,-0.57774,-0.59991,-0.48723,-0.51501,-0.08748,-0.22739,-0.37434,-0.26426,-0.22457,-0.23856,-0.32948,-0.28954,-0.47679,-0.53974,-0.5479,-0.60047,-0.69339,-0.71305,-0.71473,-0.7051,-0.73416,-0.74035,-0.81299,-0.87288,-0.94503,-1.00717,-1.05185,-1.0674,-0.98285,-0.87217,-0.91248,-0.91137,-0.91908,-0.93961,-0.93166,-0.99832
Apr1986,-0.51016,-0.23484,-0.29415,-0.53206,-0.50572,-0.57831,-0.67505,-0.65751,-0.86149,-0.82118,-0.89377,-0.74077,-0.62108,-0.60704,-0.62623,-0.52696,-0.54846,-0.18211,-0.30387,-0.42808,-0.32879,-0.29146,-0.30039,-0.38294,-0.34539,-0.51311,-0.5687,-0.57529,-0.61924,-0.70171,-0.71901,-0.72162,-0.71452,-0.73989,-0.74725,-0.81478,-0.86964,-0.93676,-0.99635,-1.03798,-1.05124,-0.97356,-0.8708,-0.90812,-0.90728,-0.91495,-0.93437,-0.92887
May1986,1.79191,0.50733,0.41666,0.25525,-0.05748,-0.05234,-0.18621,-0.27767,-0.29651,-0.49911,-0.47389,-0.57017,-0.46311,-0.37567,-0.36984,-0.40516,-0.32052,-0.34493,0.0089,-0.11591,-0.23883,-0.14445,-0.10812,-0.12363,-0.21645,-0.18754,-0.36135,-0.42282,-0.43567,-0.48259,-0.56825,-0.58905,-0.59205,-0.58776,-0.61412,-0.62404,-0.69917,-0.76272,-0.83187,-0.89339,-0.93849,-0.95153,-0.87244,-0.769,-0.80643,-0.80789,-0.81587,-0.83718
Jun1986,-0.82956,0.74732,0.09137,0.13039,0.02108,-0.24661,-0.21753,-0.32801,-0.40405,-0.41601,-0.60087,-0.57749,-0.66232,-0.55483,-0.46441,-0.45507,-0.4853,-0.39933,-0.42087,-0.07773,-0.19591,-0.3126,-0.21991,-0.18385,-0.19513,-0.28412,-0.25361,-0.41955,-0.47611,-0.487,-0.52796,-0.60856,-0.62907,-0.63154,-0.62573,-0.65025,-0.65948,-0.73124,-0.79159,-0.85941,-0.91741,-0.95981,-0.97123,-0.8956,-0.79625,-0.83189,-0.83296,-0.83993
Jul1986,-0.82252,-1.06716,0.15677,-0.18312,-0.09382,-0.16955,-0.40738,-0.38574,-0.46362,-0.53273,-0.5423,-0.71013,-0.68981,-0.76452,-0.65375,-0.55636,-0.54558,-0.56974,-0.48292,-0.49936,-0.1615,-0.27116,-0.38146,-0.28955,-0.2546,-0.26286,-0.34785,-0.31462,-0.47566,-0.52896,-0.53844,-0.57832,-0.65623,-0.67641,-0.67776,-0.67124,-0.69385,-0.70106,-0.76866,-0.82645,-0.89288,-0.94789,-0.98887,-0.99805,-0.92384,-0.82686,-0.86197,-0.86299
Aug1986,-1.59354,-1.53309,-1.48716,-0.55001,-0.65763,-0.51624,-0.53078,-0.68324,-0.64013,-0.69219,-0.75197,-0.74779,-0.8961,-0.87175,-0.92759,-0.81318,-0.70919,-0.69361,-0.70867,-0.61918,-0.62994,-0.30999,-0.41073,-0.51113,-0.42134,-0.38719,-0.39119,-0.46607,-0.42882,-0.57786,-0.62555,-0.63146,-0.6715,-0.74278,-0.76162,-0.76288,-0.75589,-0.7764,-0.78105,-0.84166,-0.8938,-0.95613,-1.00689,-1.04528,-1.05196,-0.97976,-0.88802,-0.92153
Sep1986,-0.2175,-1.23459,-1.3073,-1.38184,-0.52904,-0.65357,-0.51643,-0.54449,-0.69403,-0.66434,-0.71429,-0.76938,-0.76425,-0.90454,-0.88496,-0.93665,-0.83224,-0.73428,-0.71828,-0.73273,-0.64429,-0.6554,-0.33648,-0.43499,-0.53244,-0.44397,-0.40853,-0.41154,-0.48194,-0.44592,-0.59181,-0.63946,-0.64364,-0.6838,-0.75502,-0.7741,-0.77564,-0.76914,-0.7902,-0.79439,-0.85251,-0.90227,-0.96183,-1.01242,-1.04795,-1.05134,-0.97874,-0.88865
Oct1986,-0.86323,-0.76444,-1.33578,-1.44359,-1.48514,-0.71046,-0.78429,-0.64241,-0.66027,-0.79575,-0.77893,-0.8177,-0.8749,-0.86432,-0.99294,-0.96989,-1.01619,-0.91599,-0.813,-0.7919,-0.80077,-0.7103,-0.71957,-0.41326,-0.50666,-0.59946,-0.51557,-0.48173,-0.48393,-0.54848,-0.50927,-0.6465,-0.68892,-0.69041,-0.72446,-0.79395,-0.81054,-0.81187,-0.80595,-0.82614,-0.82775,-0.88228,-0.92909,-0.98597,-1.03473,-1.06952,-1.07248,-1.00106
Nov1986,0.54465,-0.04044,-0.16694,-0.73068,-0.95154,-1.0485,-0.41608,-0.54876,-0.45593,-0.48435,-0.63673,-0.63278,-0.70936,-0.76397,-0.75636,-0.89032,-0.87088,-0.92256,-0.83193,-0.72599,-0.70366,-0.71471,-0.62369,-0.63464,-0.33316,-0.42141,-0.51387,-0.43231,-0.39796,-0.40488,-0.47167,-0.43531,-0.57209,-0.61814,-0.62515,-0.66142,-0.73401,-0.75232,-0.75396,-0.74773,-0.76991,-0.77374,-0.8328,-0.88347,-0.94104,-0.98992,-1.02531,-1.02835
