DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Jan1950,0.23053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1950,-0.49014,-0.20924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1950,-0.05335,-0.30836,-0.13988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1950,0.89018,0.50255,0.23117,0.21379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1950,1.48748,1.50725,0.96725,0.64375,0.5655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1950,0.23297,1.1591,1.42465,0.96278,0.63535,0.55415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1950,0.86991,0.69826,1.28124,1.4951,1.10452,0.7824,0.68993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1950,1.48527,1.3953,1.24712,1.91699,2.05996,1.52759,1.13275,1.00117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep1950,0.72418,1.42508,1.44016,1.32091,1.84346,2.0738,1.59786,1.25789,1.12827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct1950,-0.25393,0.24756,0.84315,1.01161,0.95006,1.31666,1.51129,1.24992,1.02928,0.94655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov1950,-1.57784,-1.26374,-0.91018,-0.32169,-0.06066,-0.01427,0.40478,0.6095,0.53572,0.38118,0.33823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec1950,-0.64967,-1.50116,-1.32841,-1.04974,-0.55492,-0.35273,-0.3083,0.07229,0.30888,0.29695,0.17635,0.15883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan1951,0.02575,-0.51729,-1.33565,-1.31187,-1.01339,-0.57732,-0.3877,-0.34759,-0.00343,0.24407,0.23979,0.11957,0.10614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1951,1.14207,0.65835,0.04143,-0.78298,-0.82118,-0.60536,-0.23144,-0.08739,-0.07637,0.20667,0.4154,0.40973,0.29269,0.26629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1951,1.17089,1.36111,1.02936,0.4831,-0.2515,-0.30458,-0.14473,0.1441,0.25523,0.23845,0.46762,0.63265,0.61383,0.49278,0.45938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1951,1.20049,1.38938,1.46978,1.19415,0.77991,0.11371,0.0756,0.18942,0.41491,0.50726,0.48765,0.67456,0.79735,0.76017,0.64633,0.61155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1951,0.88895,1.41354,1.56969,1.6331,1.34873,0.94265,0.28667,0.2441,0.33125,0.54405,0.63452,0.61493,0.79746,0.90775,0.85622,0.74045,0.70393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1951,0.92399,1.14854,1.66929,1.80577,1.80808,1.51193,1.07813,0.39719,0.34342,0.43301,0.63634,0.716,0.69266,0.8762,0.97923,0.9249,0.80903,0.77047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1951,0.03797,0.5879,0.82939,1.34829,1.60359,1.68848,1.46016,1.04714,0.35279,0.30045,0.39136,0.60367,0.6868,0.66375,0.86212,0.96359,0.90279,0.78352,0.74522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1951,0.66188,0.41369,0.69829,0.99655,1.48403,1.74599,1.80879,1.5424,1.12557,0.45058,0.38976,0.48212,0.68199,0.76332,0.73691,0.93374,1.02824,0.96182,0.84117,0.80101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep1951,0.75632,0.95013,0.71235,0.93477,1.17225,1.608,1.79442,1.89151,1.65266,1.24185,0.54635,0.47426,0.57092,0.76308,0.84252,0.81576,1.02366,1.12398,1.05399,0.92959,0.88822,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct1951,1.02176,1.16612,1.22268,1.06603,1.18606,1.35659,1.68299,1.7782,1.87329,1.73144,1.39656,0.74876,0.6611,0.74785,0.91358,0.98812,0.96378,1.17314,1.25849,1.17583,1.05008,1.00259,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov1951,1.20668,1.33696,1.50574,1.55435,1.5047,1.5518,1.70375,1.95943,2.07227,2.11749,2.00189,1.68553,1.09032,0.97467,1.05593,1.19494,1.26936,1.24595,1.46959,1.51947,1.40936,1.28065,1.21913,,,,,,,,,,,,,,,,,,,,,,,,,
Dec1951,1.9698,1.82499,1.88112,2.02032,2.08258,2.07632,2.15091,2.36466,2.64825,2.63194,2.64279,2.56994,2.31491,1.81993,1.63058,1.69923,1.78368,1.85832,1.85971,2.08317,2.11647,1.93888,1.8164,1.72244,,,,,,,,,,,,,,,,,,,,,,,,
Jan1952,-0.52802,1.6947,1.67578,1.75084,1.88842,1.91736,1.90217,1.95709,2.16942,2.35171,2.38144,2.42224,2.32303,2.1081,1.63748,1.47751,1.55072,1.6485,1.71292,1.70471,1.88701,1.94213,1.79723,1.68021,1.59643,,,,,,,,,,,,,,,,,,,,,,,
Feb1952,0.61551,-0.02998,1.65309,1.65965,1.71639,1.83343,1.85535,1.84522,1.8942,2.07491,2.22072,2.25046,2.29647,2.23469,2.05548,1.61713,1.47282,1.54434,1.62819,1.69017,1.67417,1.85334,1.91908,1.7857,1.66992,1.59157,,,,,,,,,,,,,,,,,,,,,,
Mar1952,0.06483,0.33338,0.03756,1.43731,1.54323,1.6027,1.68333,1.70752,1.6837,1.743,1.88241,2.03229,2.08296,2.12955,2.08357,1.87722,1.45527,1.34957,1.42643,1.51461,1.57063,1.55223,1.70684,1.77454,1.67094,1.55908,1.50166,,,,,,,,,,,,,,,,,,,,,
Apr1952,0.2954,0.20978,0.35103,0.10061,1.34863,1.50275,1.54555,1.62182,1.6298,1.59932,1.64787,1.76446,1.8992,1.98815,2.04209,1.97957,1.79005,1.3921,1.29403,1.36497,1.45355,1.50791,1.48577,1.63931,1.70676,1.61648,1.50868,1.45616,,,,,,,,,,,,,,,,,,,,
May1952,-0.44722,-0.0802,-0.06293,0.09899,-0.08126,1.15499,1.37832,1.44178,1.54021,1.55494,1.52233,1.58015,1.69672,1.84722,1.95263,2.02636,1.95175,1.74675,1.32483,1.22481,1.29747,1.39086,1.44437,1.4232,1.58094,1.65148,1.56348,1.45341,1.40546,,,,,,,,,,,,,,,,,,,
Jun1952,-0.53701,-0.60379,-0.29438,-0.22612,-0.05684,-0.21528,1.02253,1.28775,1.36003,1.46268,1.47659,1.44326,1.50144,1.61757,1.76531,1.8826,1.96369,1.87685,1.68175,1.2592,1.15845,1.22974,1.32553,1.38025,1.35821,1.51883,1.58812,1.50407,1.39274,1.34608,,,,,,,,,,,,,,,,,,
Jul1952,-0.08158,-0.43966,-0.59795,-0.31734,-0.25549,-0.10436,-0.26518,0.96648,1.24555,1.33361,1.44804,1.46465,1.43923,1.50389,1.63067,1.7748,1.89918,1.9821,1.88339,1.67611,1.23448,1.13139,1.20058,1.29664,1.35324,1.32946,1.49227,1.56336,1.48501,1.37186,1.32601,,,,,,,,,,,,,,,,,
Aug1952,1.78746,1.10921,0.61132,0.12409,0.21989,0.20336,0.3076,0.09849,1.30375,1.51503,1.55219,1.6641,1.66368,1.64702,1.70935,1.85988,2.00364,2.10559,2.18377,2.06952,1.85326,1.42051,1.30542,1.36955,1.45332,1.50506,1.48245,1.65263,1.72372,1.63673,1.52124,1.46907,,,,,,,,,,,,,,,,
Sep1952,-0.38742,0.96745,0.67697,0.35807,-0.00169,0.09735,0.10704,0.20364,0.01559,1.17262,1.41538,1.47475,1.58515,1.59322,1.58425,1.64537,1.80799,1.97103,2.08427,2.17117,2.04929,1.83541,1.37229,1.26071,1.32841,1.41714,1.46796,1.44519,1.60808,1.68358,1.59618,1.48335,1.42872,,,,,,,,,,,,,,,
Oct1952,-0.75779,-0.78728,0.20286,0.12226,-0.06107,-0.24469,-0.13868,-0.08071,0.02337,-0.13546,0.9019,1.16853,1.26742,1.36202,1.37945,1.36308,1.42639,1.58149,1.72325,1.83133,1.9078,1.78905,1.61396,1.19032,1.10179,1.16742,1.26205,1.31324,1.29417,1.44268,1.5099,1.43539,1.33015,1.28145,,,,,,,,,,,,,,
Nov1952,-0.42475,-0.74376,-0.87165,-0.1635,-0.19869,-0.32847,-0.43709,-0.31156,-0.26746,-0.15958,-0.28677,0.65612,0.96527,1.09479,1.18111,1.20748,1.18459,1.23876,1.37376,1.4898,1.59761,1.66399,1.55623,1.41569,1.03347,0.95258,1.01501,1.11372,1.15842,1.14359,1.27154,1.33198,1.2672,1.17932,1.14527,,,,,,,,,,,,,
Dec1952,-1.96243,-1.13246,-1.27495,-1.36594,-0.73681,-0.77399,-0.83207,-0.84523,-0.6788,-0.6205,-0.49717,-0.5786,0.2859,0.60051,0.77421,0.858,0.8999,0.87254,0.92441,1.01912,1.14303,1.2594,1.32819,1.24067,1.15243,0.80265,0.74238,0.8027,0.90673,0.95329,0.93985,1.05862,1.11572,1.06476,0.98628,0.96004,,,,,,,,,,,,
Jan1953,-0.10105,-1.25025,-1.09278,-1.30649,-1.32401,-0.7802,-0.79796,-0.86213,-0.8841,-0.73556,-0.68004,-0.56059,-0.63208,0.20152,0.49887,0.6752,0.76162,0.8069,0.78189,0.83495,0.92114,1.04764,1.17244,1.2427,1.16257,1.0752,0.73918,0.68343,0.74426,0.84868,0.89479,0.88139,0.99724,1.05385,1.00581,0.9309,0.90678,,,,,,,,,,,
Feb1953,-0.86237,-0.63634,-1.32409,-1.23049,-1.4102,-1.41514,-0.90552,-0.90618,-0.9486,-0.94884,-0.8037,-0.75199,-0.6408,-0.70594,0.06133,0.34839,0.52747,0.61507,0.66463,0.63791,0.68809,0.77106,0.89681,1.03053,1.10121,1.03204,0.95325,0.63688,0.58933,0.64803,0.75023,0.7954,0.7824,0.89392,0.95108,0.90834,0.83708,0.81514,,,,,,,,,,
Mar1953,-1.2535,-1.29765,-1.07117,-1.50172,-1.45383,-1.61497,-1.58889,-1.1496,-1.13,-1.14801,-1.10993,-0.96887,-0.92323,-0.813,-0.86078,-0.16859,0.10499,0.2721,0.35111,0.41039,0.38956,0.43681,0.51434,0.63906,0.78086,0.85178,0.80163,0.73189,0.45142,0.41815,0.47597,0.57609,0.61925,0.6063,0.70845,0.76778,0.73553,0.6714,0.6538,,,,,,,,,
Apr1953,-0.08315,-0.7213,-0.84158,-0.76642,-1.15476,-1.16309,-1.28308,-1.28674,-0.95086,-0.94834,-0.97961,-0.97304,-0.85613,-0.81725,-0.73138,-0.77698,-0.17494,0.06292,0.21334,0.28794,0.34585,0.32979,0.37521,0.4443,0.56297,0.69993,0.77039,0.72718,0.66284,0.40534,0.37537,0.42814,0.52198,0.56224,0.55232,0.64955,0.70754,0.67966,0.62019,0.60421,,,,,,,,
May1953,-1.15913,-0.7745,-1.03164,-1.07986,-1.00422,-1.2891,-1.29312,-1.39407,-1.38321,-1.11651,-1.11168,-1.13018,-1.10462,-0.9905,-0.95181,-0.87499,-0.90658,-0.36932,-0.13954,0.0082,0.08392,0.14513,0.13215,0.18023,0.24841,0.37137,0.5144,0.58955,0.55356,0.48586,0.24144,0.21569,0.27115,0.36678,0.41009,0.40082,0.49668,0.55734,0.53523,0.47912,0.4661,,,,,,,
Jun1953,1.25861,-0.46078,-0.39439,-0.76786,-0.84525,-0.8063,-1.0983,-1.11734,-1.19801,-1.21234,-0.94859,-0.94706,-0.97626,-0.97521,-0.87362,-0.83784,-0.76865,-0.80541,-0.2688,-0.04328,0.10244,0.17792,0.23487,0.22145,0.26953,0.33551,0.45539,0.59534,0.6688,0.62947,0.56026,0.31286,0.28323,0.33781,0.43274,0.4753,0.4661,0.56225,0.62172,0.59593,0.53894,0.52498,,,,,,
Jul1953,-0.3716,0.58753,-0.57379,-0.4716,-0.80386,-0.88394,-0.85895,-1.13629,-1.14338,-1.21851,-1.23408,-0.99088,-0.99255,-1.01835,-1.01624,-0.91177,-0.87519,-0.80702,-0.83939,-0.32002,-0.09397,0.05308,0.12878,0.18628,0.17309,0.22188,0.28652,0.40789,0.54789,0.6214,0.58351,0.51215,0.26706,0.23794,0.29309,0.38895,0.4324,0.42367,0.51957,0.58061,0.55683,0.50008,0.48747,,,,,
Aug1953,-0.1025,-0.3054,0.29778,-0.57432,-0.50109,-0.80042,-0.87475,-0.84459,-1.10182,-1.12065,-1.19383,-1.21072,-0.97167,-0.97559,-1.00008,-1.00375,-0.9025,-0.86576,-0.79889,-0.82873,-0.31895,-0.09876,0.04477,0.12022,0.17625,0.16168,0.20991,0.27222,0.39078,0.5269,0.59901,0.56212,0.49454,0.254,0.22579,0.2795,0.37473,0.41782,0.4092,0.50579,0.56564,0.54213,0.48492,0.47228,,,,
Sep1953,1.07028,0.72176,0.35753,0.78342,-0.11531,-0.163,-0.53036,-0.65434,-0.6529,-0.92832,-0.96132,-1.02875,-1.05697,-0.82236,-0.8362,-0.87009,-0.89303,-0.80648,-0.77234,-0.70983,-0.74506,-0.22532,-0.00065,0.14214,0.21977,0.27277,0.25855,0.30629,0.3707,0.48783,0.6229,0.69327,0.65201,0.58339,0.3355,0.30304,0.35662,0.45156,0.49438,0.48558,0.58584,0.64549,0.61912,0.56043,0.54572,,,
Oct1953,1.07035,1.35618,1.11067,0.84351,1.10083,0.38492,0.24252,-0.15563,-0.32176,-0.36758,-0.68373,-0.7462,-0.82289,-0.85962,-0.61834,-0.64064,-0.69246,-0.7403,-0.66213,-0.62607,-0.5672,-0.60581,-0.0793,0.1405,0.27517,0.34755,0.39405,0.37912,0.42305,0.4839,0.59753,0.72451,0.79116,0.74647,0.67708,0.43231,0.39854,0.45069,0.54151,0.58118,0.57296,0.67062,0.72713,0.69866,0.6403,0.62442,,
Nov1953,0.23398,0.67968,0.98377,0.883,0.76004,0.96525,0.39531,0.2667,-0.1116,-0.26728,-0.31577,-0.62714,-0.71726,-0.78947,-0.82561,-0.58936,-0.61174,-0.66291,-0.71477,-0.62958,-0.59234,-0.53393,-0.56995,-0.05578,0.1546,0.28556,0.35581,0.40216,0.38707,0.42771,0.48508,0.59284,0.71314,0.77892,0.739,0.67136,0.43796,0.40467,0.45599,0.54352,0.58136,0.57353,0.66662,0.7204,0.69216,0.63496,0.61944,
Dec1953,0.05315,0.13299,0.48104,0.72335,0.65304,0.55129,0.72742,0.24905,0.17771,-0.14152,-0.28641,-0.32469,-0.65136,-0.75066,-0.83248,-0.86096,-0.62183,-0.63923,-0.68904,-0.72569,-0.64178,-0.59927,-0.54074,-0.57249,-0.06793,0.13867,0.27214,0.33913,0.38303,0.36879,0.40953,0.46542,0.57154,0.68998,0.75536,0.71771,0.64564,0.4198,0.38755,0.43761,0.52381,0.56104,0.55323,0.64188,0.69629,0.67155,0.61664,0.60278
Jan1954,-0.28549,-0.2304,-0.05837,0.31677,0.54572,0.48765,0.3742,0.56083,0.09679,0.05656,-0.2442,-0.38479,-0.41177,-0.69554,-0.78566,-0.86716,-0.89393,-0.67248,-0.68786,-0.73361,-0.76265,-0.69077,-0.65597,-0.60035,-0.63148,-0.13714,0.0691,0.20329,0.27162,0.31303,0.30024,0.34021,0.39742,0.5033,0.6214,0.68717,0.65092,0.57841,0.35779,0.32852,0.37941,0.46644,0.5043,0.49657,0.58682,0.64223,0.61982,0.56431
Feb1954,0.32092,-0.06603,-0.11368,0.012,0.35429,0.56366,0.50497,0.38607,0.55008,0.12619,0.08822,-0.1796,-0.31426,-0.35144,-0.62527,-0.72086,-0.80113,-0.82987,-0.61282,-0.62994,-0.67428,-0.70997,-0.64811,-0.6165,-0.56289,-0.59564,-0.11247,0.09322,0.22209,0.28698,0.32539,0.3116,0.35053,0.40499,0.50907,0.62404,0.68844,0.65289,0.57905,0.36327,0.33379,0.38376,0.4698,0.50698,0.49972,0.5874,0.64131,0.62012
Mar1954,-1.27598,-0.79384,-0.72971,-0.68638,-0.46945,-0.09472,0.1309,0.09509,-0.00017,0.1659,-0.1929,-0.2066,-0.43154,-0.53546,-0.55747,-0.77373,-0.83458,-0.91145,-0.93989,-0.74685,-0.75851,-0.79143,-0.81344,-0.75175,-0.72343,-0.66874,-0.69869,-0.25817,-0.05468,0.07012,0.13263,0.17077,0.15843,0.19612,0.24731,0.34953,0.46452,0.52838,0.49824,0.4262,0.22536,0.20201,0.24982,0.33395,0.37064,0.36441,0.44886,0.50132
Apr1954,-0.35871,-0.88415,-0.66278,-0.66105,-0.67343,-0.52032,-0.19315,0.00108,-0.01864,-0.08942,0.06081,-0.24242,-0.25477,-0.45374,-0.54298,-0.55971,-0.74393,-0.80575,-0.87094,-0.89506,-0.72659,-0.73705,-0.76641,-0.7914,-0.73946,-0.71579,-0.66718,-0.69474,-0.29046,-0.09972,0.0165,0.07263,0.10666,0.09539,0.13196,0.17999,0.27817,0.38925,0.45152,0.42433,0.35624,0.16635,0.14657,0.19162,0.2727,0.3087,0.30313,0.38408
May1954,0.25297,-0.12722,-0.63493,-0.49272,-0.52419,-0.53244,-0.41763,-0.11956,0.03925,0.02432,-0.03934,0.09909,-0.1931,-0.21605,-0.40631,-0.49583,-0.51506,-0.68715,-0.75204,-0.81084,-0.83386,-0.67311,-0.68253,-0.71436,-0.74385,-0.69815,-0.67561,-0.62966,-0.65918,-0.26861,-0.08171,0.02839,0.08609,0.12039,0.11081,0.14717,0.19494,0.29119,0.40208,0.46576,0.43796,0.36591,0.17661,0.15584,0.20074,0.28128,0.31631,0.31093
Jun1954,0.75776,0.55311,0.08142,-0.47331,-0.35265,-0.41392,-0.41958,-0.32539,-0.03464,0.1215,0.10434,0.03237,0.1624,-0.12902,-0.15754,-0.3456,-0.43747,-0.45767,-0.63074,-0.70159,-0.75762,-0.77991,-0.62102,-0.63096,-0.6639,-0.69885,-0.65664,-0.63533,-0.59046,-0.62096,-0.22895,-0.04479,0.06171,0.1185,0.15289,0.14344,0.1792,0.22611,0.32077,0.42832,0.49189,0.46399,0.39313,0.20254,0.18079,0.22623,0.30599,0.34035
Jul1954,0.94601,1.05543,0.81589,0.34706,-0.25047,-0.17081,-0.27312,-0.29883,-0.21588,0.06194,0.21491,0.19755,0.11992,0.24753,-0.04795,-0.08331,-0.27929,-0.37418,-0.3967,-0.57043,-0.64284,-0.69675,-0.71821,-0.55904,-0.57054,-0.60511,-0.64538,-0.60644,-0.58781,-0.54445,-0.57697,-0.18336,-0.00128,0.10296,0.16039,0.19495,0.18535,0.22158,0.26905,0.36408,0.47182,0.53528,0.50664,0.43306,0.23975,0.21668,0.26171,0.34105
Aug1954,0.45355,0.8382,0.97477,0.88154,0.41149,-0.16267,-0.09338,-0.19293,-0.19945,-0.13904,0.12706,0.28036,0.25993,0.18378,0.30425,0.01034,-0.0322,-0.22917,-0.32557,-0.34741,-0.51993,-0.5968,-0.65255,-0.67313,-0.51527,-0.52703,-0.56308,-0.60579,-0.56929,-0.55214,-0.51114,-0.54419,-0.15517,0.02615,0.1291,0.18506,0.21893,0.20868,0.24477,0.29351,0.38683,0.49371,0.556,0.5266,0.45153,0.2571,0.23385,0.27778
Sep1954,0.44668,0.61349,0.87291,1.00555,0.94586,0.53762,-0.02477,0.01446,-0.09976,-0.1309,-0.08787,0.16678,0.32223,0.29893,0.21716,0.33663,0.04489,-0.00019,-0.19557,-0.29375,-0.31564,-0.49082,-0.56459,-0.62063,-0.64132,-0.48452,-0.49529,-0.53225,-0.57447,-0.54122,-0.52383,-0.48469,-0.51744,-0.12712,0.05361,0.15536,0.21102,0.24382,0.23279,0.26948,0.3204,0.41453,0.52177,0.58428,0.55367,0.4801,0.28684,0.26246
Oct1954,-0.5791,-0.15928,0.04789,0.37594,0.55156,0.55128,0.26469,-0.14543,-0.09691,-0.1994,-0.23059,-0.17934,0.06231,0.20713,0.18674,0.10979,0.2203,-0.05885,-0.09234,-0.268,-0.35779,-0.3709,-0.53612,-0.60107,-0.65615,-0.67685,-0.52759,-0.5379,-0.57338,-0.61285,-0.57738,-0.56042,-0.52057,-0.54989,-0.173,-0.00165,0.09887,0.15274,0.18365,0.17273,0.21004,0.25847,0.34884,0.45297,0.51322,0.48572,0.42024,0.23804
Nov1954,-0.87412,-0.96173,-0.74938,-0.53179,-0.23971,-0.0357,0.04092,-0.13295,-0.45756,-0.3898,-0.45406,-0.4831,-0.43354,-0.18685,-0.04546,-0.05717,-0.1268,-0.01618,-0.27046,-0.27368,-0.42645,-0.50022,-0.50272,-0.65172,-0.70803,-0.75243,-0.76987,-0.62858,-0.63514,-0.66779,-0.69787,-0.65864,-0.63796,-0.59873,-0.62773,-0.27365,-0.11013,-0.01318,0.03952,0.07111,0.06114,0.09702,0.14137,0.22762,0.32965,0.38864,0.3653,0.30825
Dec1954,0.78392,-0.09066,-0.34561,-0.23632,-0.12192,0.08806,0.19784,0.22977,0.07036,-0.24581,-0.19371,-0.26875,-0.31479,-0.29417,-0.05832,0.08892,0.07421,0.00754,0.11461,-0.13664,-0.15752,-0.31416,-0.39465,-0.39851,-0.56131,-0.62759,-0.67107,-0.69032,-0.54776,-0.55645,-0.59321,-0.6298,-0.5909,-0.57069,-0.53265,-0.56573,-0.20063,-0.03424,0.06108,0.11311,0.1445,0.13411,0.16885,0.21114,0.29589,0.39714,0.45565,0.43157
Jan1955,1.13361,1.02155,0.27107,0.00903,0.08828,0.17613,0.34567,0.43112,0.43213,0.27764,-0.04498,-0.01434,-0.10198,-0.1418,-0.14343,0.07542,0.21597,0.19502,0.13257,0.23565,-0.01323,-0.05391,-0.22201,-0.31008,-0.31996,-0.48371,-0.55668,-0.60019,-0.62033,-0.48061,-0.49002,-0.53179,-0.57489,-0.54166,-0.52284,-0.48895,-0.52761,-0.15345,0.01788,0.11487,0.16768,0.19874,0.18711,0.22163,0.26682,0.35292,0.45513,0.51228
Feb1955,1.51857,1.57997,1.30528,0.64666,0.41979,0.4794,0.53032,0.64861,0.70386,0.69277,0.53376,0.23504,0.24814,0.14457,0.09709,0.0771,0.2788,0.4133,0.38795,0.32322,0.41768,0.16983,0.11323,-0.0614,-0.1543,-0.17198,-0.33579,-0.41285,-0.46029,-0.4827,-0.34507,-0.35714,-0.40267,-0.45401,-0.42536,-0.40827,-0.37616,-0.4181,-0.04175,0.12577,0.21863,0.27083,0.30129,0.28934,0.32348,0.36738,0.45156,0.55056
Mar1955,-0.02334,0.82219,1.07468,1.06654,0.52797,0.35107,0.41243,0.4617,0.57158,0.62123,0.61072,0.46824,0.20088,0.20924,0.11434,0.08376,0.0708,0.24771,0.36681,0.34766,0.29129,0.37577,0.1492,0.09693,-0.06597,-0.15118,-0.17141,-0.32415,-0.39055,-0.43895,-0.4614,-0.33054,-0.34251,-0.3866,-0.43716,-0.41154,-0.39407,-0.36327,-0.4034,-0.04253,0.11702,0.20695,0.25698,0.28718,0.27582,0.30846,0.35262,0.43425
Apr1955,0.62271,0.35897,0.83245,1.01473,1.09488,0.60059,0.45617,0.50595,0.54501,0.64477,0.68859,0.6768,0.53667,0.28433,0.287,0.20002,0.1675,0.1459,0.30293,0.41425,0.39639,0.34696,0.42441,0.21043,0.15865,0.00266,-0.07949,-0.10046,-0.23948,-0.30174,-0.34898,-0.3729,-0.25379,-0.26595,-0.30981,-0.36167,-0.33985,-0.325,-0.29818,-0.33819,0.00771,0.15873,0.24478,0.29221,0.32135,0.31055,0.34178,0.38503
May1955,0.33546,0.6313,0.39675,0.82404,1.012,1.1156,0.63386,0.49464,0.53163,0.57466,0.67621,0.72187,0.71096,0.56215,0.30612,0.30681,0.22155,0.19648,0.17507,0.32878,0.44218,0.42183,0.37343,0.44993,0.23743,0.18698,0.03366,-0.04776,-0.07075,-0.21175,-0.27273,-0.32267,-0.34451,-0.22804,-0.23871,-0.28182,-0.33426,-0.31634,-0.3021,-0.27432,-0.31498,0.02546,0.17511,0.25924,0.30662,0.33574,0.32406,0.35534
Jun1955,-0.20884,0.09449,0.42667,0.28217,0.70473,0.90813,1.04199,0.56868,0.43263,0.47517,0.51956,0.61379,0.65806,0.64934,0.50134,0.25464,0.25794,0.17789,0.15604,0.13818,0.29009,0.40213,0.38206,0.33506,0.41316,0.20305,0.15368,0.00328,-0.07501,-0.09696,-0.23108,-0.28969,-0.33923,-0.3603,-0.2456,-0.2553,-0.29733,-0.34884,-0.33142,-0.31985,-0.29153,-0.33016,0.00475,0.15051,0.23375,0.28149,0.31025,0.29868
Jul1955,1.13921,0.64986,0.53588,0.75271,0.56117,0.93366,1.12827,1.25079,0.71637,0.56026,0.60554,0.64756,0.74253,0.7866,0.78517,0.62064,0.35552,0.35509,0.27049,0.24859,0.22866,0.37998,0.49241,0.46773,0.41969,0.49678,0.28374,0.2318,0.07485,-0.0078,-0.03267,-0.17006,-0.23272,-0.28534,-0.30619,-0.19128,-0.2012,-0.24347,-0.29654,-0.28137,-0.27196,-0.24386,-0.28426,0.05453,0.20077,0.28311,0.33057,0.35859
Aug1955,2.32239,2.04204,1.74864,1.75751,1.72668,1.31406,1.59305,1.71966,1.71456,1.13111,0.92909,0.97938,0.99787,1.08931,1.12602,1.13517,0.95183,0.66277,0.65072,0.55392,0.52296,0.49138,0.63181,0.74227,0.70565,0.65339,0.72728,0.51123,0.44955,0.27882,0.1859,0.15406,0.00971,-0.06023,-0.11961,-0.14373,-0.02763,-0.04051,-0.08623,-0.14372,-0.13399,-0.12802,-0.10185,-0.14809,0.20145,0.3484,0.42847,0.47544
Sep1955,0.6291,1.90821,1.92591,1.64271,1.68755,1.75833,1.38312,1.65654,1.78569,1.80454,1.20187,0.98765,1.04251,1.05748,1.1524,1.18954,1.21009,1.02529,0.7294,0.71674,0.61852,0.58465,0.54902,0.68774,0.80121,0.76154,0.70906,0.78369,0.56693,0.50279,0.32843,0.23215,0.19894,0.05288,-0.01977,-0.08179,-0.10695,0.00861,-0.00556,-0.05174,-0.10839,-0.09828,-0.09087,-0.06513,-0.11038,0.24333,0.38943,0.46769
Oct1955,-0.71744,-0.14854,1.00182,1.24594,1.04613,1.03879,1.12927,0.95601,1.22172,1.36818,1.46072,0.9826,0.81401,0.85957,0.87915,0.96434,1.00204,1.02013,0.84723,0.57884,0.56849,0.48383,0.45659,0.43086,0.56683,0.67353,0.64147,0.59315,0.66576,0.45707,0.40042,0.23708,0.14945,0.12092,-0.01447,-0.08314,-0.1384,-0.16164,-0.05203,-0.0659,-0.10701,-0.1602,-0.14934,-0.14042,-0.11527,-0.15814,0.18343,0.32592
