DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Jan1950,-0.30898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1950,0.33122,-0.05751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1950,0.72006,0.65363,0.39625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1950,0.16489,0.47348,0.51599,0.3211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1950,-0.03355,-0.04754,0.26726,0.31738,0.16507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1950,1.32285,0.529,0.33208,0.51357,0.52616,0.39418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1950,0.73056,1.21431,0.63311,0.41756,0.57731,0.58799,0.4667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1950,0.86249,0.94297,1.23793,0.75487,0.54187,0.66253,0.65785,0.54286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep1950,-0.68162,0.25991,0.5584,0.96989,0.59438,0.42632,0.57697,0.58541,0.47197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct1950,-0.62011,-0.82168,-0.2406,0.02822,0.4032,0.21976,0.18085,0.36837,0.39789,0.29115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov1950,-0.43502,-0.7716,-0.9771,-0.5059,-0.25428,0.12026,0.02291,-0.026,0.16726,0.20395,0.11213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec1950,-1.31371,-1.18552,-1.44237,-1.56513,-1.17345,-0.87139,-0.42688,-0.41669,-0.36912,-0.13078,-0.07012,-0.16058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan1951,0.71682,-0.4272,-0.73267,-0.92516,-1.06093,-0.78506,-0.56919,-0.17693,-0.21655,-0.22023,-0.01467,0.02007,-0.05671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1951,1.69541,1.52877,0.73724,0.34643,0.0677,-0.06688,0.13353,0.27416,0.54541,0.42547,0.34575,0.45779,0.46582,0.37138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1951,-1.20766,0.30597,0.54553,-0.01274,-0.28368,-0.4981,-0.60403,-0.42543,-0.28624,0.00911,-0.06563,-0.07719,0.0759,0.1014,0.01683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1951,-1.08514,-1.4374,-0.39825,-0.14709,-0.54931,-0.77423,-0.96994,-1.05047,-0.89887,-0.78373,-0.49249,-0.51136,-0.46288,-0.26667,-0.21756,-0.30284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1951,0.2512,-0.72074,-1.09926,-0.32502,-0.13036,-0.45965,-0.65255,-0.82807,-0.88957,-0.77115,-0.66571,-0.43151,-0.49089,-0.44275,-0.27609,-0.21392,-0.30683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1951,0.27967,0.28037,-0.55468,-0.94258,-0.2529,-0.07207,-0.38424,-0.56803,-0.73055,-0.7899,-0.67844,-0.58241,-0.36676,-0.42739,-0.39566,-0.23413,-0.17186,-0.26219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1951,-0.38231,-0.14641,0.04241,-0.65891,-0.97726,-0.32345,-0.14024,-0.44296,-0.61819,-0.77402,-0.82906,-0.72138,-0.63497,-0.4248,-0.47331,-0.44242,-0.28402,-0.22158,-0.3106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1951,0.91032,0.30625,0.31386,0.29139,-0.42595,-0.77957,-0.17773,-0.00795,-0.29945,-0.46265,-0.6139,-0.6713,-0.56804,-0.48547,-0.29015,-0.34611,-0.32197,-0.17321,-0.11572,-0.20525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep1951,1.33549,1.38955,0.78582,0.65245,0.52061,-0.22511,-0.62249,-0.0358,0.12729,-0.16647,-0.32924,-0.48019,-0.54038,-0.44082,-0.35962,-0.17131,-0.23561,-0.22008,-0.07183,-0.01724,-0.10582,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct1951,0.58438,0.82158,0.95878,0.71047,0.63054,0.52357,-0.10884,-0.52432,0.02324,0.17776,-0.10692,-0.27091,-0.42594,-0.48633,-0.38698,-0.3094,-0.11629,-0.15659,-0.13637,0.01514,0.06188,-0.02655,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov1951,1.27885,1.13175,1.27396,1.32029,1.14951,1.08483,0.94969,0.3809,-0.07663,0.3634,0.48401,0.20541,0.06129,-0.08441,-0.14175,-0.04827,0.02634,0.1915,0.13001,0.13634,0.26803,0.299,0.2182,,,,,,,,,,,,,,,,,,,,,,,,,
Dec1951,-0.69557,0.62238,0.71449,0.91329,1.02336,0.86689,0.82402,0.73117,0.19521,-0.24221,0.21249,0.33329,0.04713,-0.10015,-0.23502,-0.28382,-0.18637,-0.1146,0.0548,0.00411,0.03671,0.16303,0.19726,0.11405,,,,,,,,,,,,,,,,,,,,,,,,
Jan1952,-0.13219,-0.67938,0.36303,0.52381,0.73119,0.86418,0.72161,0.7045,0.62542,0.08144,-0.33919,0.10143,0.2445,-0.03748,-0.17487,-0.31409,-0.3621,-0.26528,-0.19789,-0.0288,-0.08383,-0.06575,0.0581,0.09599,0.0167,,,,,,,,,,,,,,,,,,,,,,,
Feb1952,-0.42749,-0.45653,-0.80485,0.04755,0.2355,0.46352,0.63049,0.50575,0.51204,0.48297,-0.03988,-0.44667,-0.0037,0.14574,-0.11247,-0.2606,-0.39934,-0.45036,-0.35507,-0.27801,-0.10302,-0.15823,-0.14725,-0.01583,0.0224,-0.05232,,,,,,,,,,,,,,,,,,,,,,
Mar1952,0.06354,-0.2287,-0.29061,-0.5722,0.09569,0.22114,0.41245,0.539,0.43198,0.43855,0.39146,-0.05874,-0.43489,-0.02894,0.10459,-0.15402,-0.29519,-0.42396,-0.4721,-0.38508,-0.30336,-0.13883,-0.19703,-0.18357,-0.05907,-0.02184,-0.08841,,,,,,,,,,,,,,,,,,,,,
Apr1952,0.72875,0.4378,0.19001,0.06893,-0.17151,0.37965,0.47791,0.62735,0.73833,0.65981,0.64273,0.56624,0.14378,-0.23857,0.17027,0.28953,0.01599,-0.13547,-0.28167,-0.33105,-0.24335,-0.15985,0.00218,-0.06023,-0.05305,0.06822,0.11187,0.05525,,,,,,,,,,,,,,,,,,,,
May1952,1.49956,1.35464,1.03728,0.77045,0.66004,0.43603,0.87674,0.90585,1.01632,1.10599,1.03132,1.00148,0.9204,0.53341,0.1649,0.54053,0.63841,0.38553,0.22935,0.0869,0.0397,0.11546,0.19143,0.32489,0.24699,0.24008,0.35589,0.3874,0.33794,,,,,,,,,,,,,,,,,,,
Jun1952,1.44467,1.58783,1.48442,1.18937,0.94603,0.85605,0.6521,1.03855,1.05155,1.1481,1.22459,1.15142,1.11748,1.0449,0.68804,0.34249,0.69036,0.78458,0.54859,0.40183,0.26468,0.21825,0.28447,0.35256,0.47033,0.3868,0.37872,0.48248,0.5095,0.46364,,,,,,,,,,,,,,,,,,
Jul1952,0.20019,1.01562,1.54415,1.4542,1.14441,0.91171,0.82611,0.63117,1.01349,1.02703,1.12104,1.19522,1.127,1.09314,1.01819,0.67019,0.3321,0.67268,0.76593,0.52892,0.38793,0.25471,0.21017,0.27301,0.33899,0.45473,0.37491,0.36985,0.47154,0.49998,0.45557,,,,,,,,,,,,,,,,,
Aug1952,0.26328,0.25319,0.88937,1.4232,1.3763,1.10152,0.88361,0.80143,0.62419,0.98432,0.99866,1.08673,1.15349,1.08821,1.05649,0.98948,0.66629,0.35329,0.67676,0.76498,0.54332,0.41052,0.28473,0.24024,0.29733,0.35967,0.46916,0.39047,0.38087,0.47565,0.50446,0.4628,,,,,,,,,,,,,,,,
Sep1952,-0.75484,-0.25709,-0.12018,0.58841,1.29593,1.27479,1.02085,0.80782,0.72691,0.55227,0.9102,0.92831,1.01931,1.08591,1.02199,0.99201,0.9266,0.60687,0.29871,0.62148,0.70838,0.49305,0.36112,0.23953,0.19539,0.25246,0.31337,0.42384,0.34865,0.33487,0.43056,0.45976,0.41967,,,,,,,,,,,,,,,
Oct1952,-1.73407,-1.51814,-1.01552,-0.79139,-0.1435,0.73142,0.85456,0.68901,0.5116,0.43612,0.27354,0.62678,0.65824,0.75774,0.82968,0.76723,0.7531,0.70931,0.41233,0.13401,0.44717,0.5269,0.32616,0.19755,0.0836,0.03794,0.09419,0.1547,0.26425,0.19592,0.16787,0.26651,0.30001,0.2648,,,,,,,,,,,,,,
Nov1952,0.80325,0.04658,-0.16004,-0.07913,-0.07748,0.29915,0.88519,0.95154,0.7986,0.62511,0.55053,0.38589,0.72046,0.75031,0.84545,0.91263,0.85273,0.83829,0.7879,0.51012,0.24823,0.53427,0.61228,0.42501,0.3032,0.19271,0.14523,0.1996,0.25646,0.35933,0.2967,0.27375,0.36803,0.39837,0.36502,,,,,,,,,,,,,
Dec1952,0.30213,0.65118,0.05867,-0.10259,-0.03214,-0.02315,0.31987,0.89097,0.9808,0.83186,0.66504,0.58028,0.41022,0.73729,0.76198,0.85888,0.92539,0.86393,0.85,0.80351,0.54332,0.2799,0.55697,0.62949,0.44256,0.3252,0.21489,0.1705,0.22478,0.28074,0.38006,0.3175,0.29698,0.3887,0.41922,0.38495,,,,,,,,,,,,
Jan1953,-0.98091,-0.59976,-0.05353,-0.51612,-0.6778,-0.58224,-0.52735,-0.09959,0.58657,0.70266,0.57013,0.39579,0.33716,0.16423,0.49835,0.52964,0.63359,0.7104,0.648,0.64272,0.59472,0.32019,0.05641,0.3486,0.42613,0.2394,0.13686,0.0554,0.01354,0.0742,0.13173,0.2319,0.17023,0.14742,0.24435,0.27823,0.25386,,,,,,,,,,,
Feb1953,-1.01792,-1.28946,-1.03098,-0.6151,-1.03581,-1.14799,-1.04584,-0.97967,-0.52475,0.26241,0.41791,0.31154,0.15479,0.10743,-0.03853,0.28778,0.3322,0.44077,0.52178,0.46244,0.46631,0.42231,0.14113,-0.11399,0.18244,0.26331,0.07711,-0.0263,-0.10596,-0.14867,-0.08137,-0.02575,0.07903,0.02064,-0.00714,0.09586,0.136,0.11442,,,,,,,,,,
Mar1953,-0.52429,-0.96518,-1.26432,-1.05935,-0.73013,-1.12414,-1.23295,-1.14099,-1.08903,-0.69242,-0.00078,0.18658,0.11071,-0.02808,-0.07527,-0.22236,0.08243,0.12765,0.23477,0.31708,0.27196,0.28174,0.24312,-0.01703,-0.25893,0.03195,0.11899,-0.06503,-0.16537,-0.24041,-0.28305,-0.2177,-0.1719,-0.06721,-0.11341,-0.14153,-0.03892,0.00736,-0.0094,,,,,,,,,
Apr1953,1.21097,0.50536,0.00049,-0.38947,-0.29601,-0.02599,-0.37179,-0.47593,-0.44163,-0.42738,-0.13135,0.41428,0.57191,0.49462,0.35093,0.28192,0.11678,0.42641,0.46422,0.57611,0.64983,0.59327,0.58375,0.53374,0.25835,-0.00811,0.29573,0.39724,0.20362,0.09364,0.00506,-0.04063,0.02473,0.06931,0.1676,0.10492,0.07692,0.1826,0.22516,0.20316,,,,,,,,
May1953,0.2292,0.87581,0.39211,-0.01518,-0.33662,-0.25489,-0.03149,-0.35213,-0.43438,-0.40502,-0.38113,-0.13719,0.32007,0.48359,0.42165,0.30303,0.23029,0.08455,0.36443,0.39967,0.50966,0.581,0.5302,0.52363,0.48335,0.21409,-0.03537,0.26058,0.36648,0.19145,0.08233,-0.00858,-0.05196,0.01021,0.05542,0.15374,0.0937,0.06817,0.18025,0.22358,0.20364,,,,,,,
Jun1953,0.4551,0.33159,0.86141,0.43327,0.05905,-0.23343,-0.16396,0.03759,-0.26129,-0.33825,-0.31105,-0.2944,-0.07061,0.35184,0.50265,0.4495,0.33956,0.27196,0.13503,0.39988,0.43406,0.53786,0.60202,0.55292,0.54448,0.50391,0.24546,0.00052,0.28658,0.39213,0.22919,0.12541,0.03623,-0.0074,0.04997,0.09129,0.18503,0.12809,0.10642,0.21459,0.25547,0.23352,,,,,,
Jul1953,0.29605,0.35564,0.30436,0.83205,0.42153,0.07102,-0.19941,-0.14311,0.05475,-0.23646,-0.31188,-0.28638,-0.27616,-0.06028,0.35198,0.49877,0.44669,0.33874,0.27148,0.13453,0.39569,0.43042,0.53341,0.59385,0.54462,0.53601,0.49689,0.24802,0.01225,0.29163,0.3936,0.23724,0.13829,0.05027,0.00742,0.06309,0.10183,0.19132,0.13111,0.11215,0.20912,0.24951,0.22789,,,,,
Aug1953,-0.4798,-0.12862,0.10884,0.15051,0.68476,0.33219,0.00823,-0.2401,-0.18567,0.00454,-0.26725,-0.33846,-0.31243,-0.30354,-0.09588,0.29849,0.44023,0.39695,0.3,0.23553,0.10887,0.35572,0.38909,0.48507,0.54117,0.49697,0.49141,0.45523,0.21097,-0.01943,0.25325,0.35446,0.20326,0.10811,0.02455,-0.016,0.03887,0.07651,0.16509,0.10601,0.08736,0.18129,0.22287,0.20503,,,,
Sep1953,1.00574,0.21472,0.26202,0.33926,0.30552,0.7898,0.42523,0.10138,-0.14678,-0.0965,0.09016,-0.17858,-0.25022,-0.2277,-0.21946,-0.01747,0.36655,0.50292,0.45957,0.36179,0.29955,0.17616,0.42027,0.45536,0.54907,0.60216,0.55515,0.54662,0.50757,0.26297,0.03423,0.3014,0.40058,0.24845,0.15521,0.07289,0.03198,0.08503,0.12165,0.20712,0.14728,0.12884,0.22146,0.26052,0.23979,,,
Oct1953,0.86089,0.92429,0.67166,0.61658,0.59354,0.48441,0.90503,0.55746,0.24007,0.00353,0.04073,0.21483,-0.05255,-0.12395,-0.10121,-0.09581,0.10545,0.4852,0.60875,0.57259,0.4755,0.41654,0.29926,0.52692,0.56105,0.64248,0.68702,0.64228,0.62837,0.58392,0.33876,0.11311,0.37021,0.46641,0.31548,0.22734,0.14659,0.10703,0.15843,0.19874,0.27928,0.21935,0.20041,0.29068,0.32576,0.30482,,
Nov1953,1.12291,1.15145,1.23756,1.07831,1.00577,0.97557,0.84698,1.11453,0.79789,0.49246,0.26641,0.27947,0.44582,0.19806,0.13285,0.15617,0.16366,0.33887,0.66579,0.77304,0.73627,0.63617,0.58576,0.47635,0.69188,0.72387,0.7961,0.83789,0.79378,0.77564,0.73112,0.50632,0.2875,0.52991,0.61985,0.48237,0.39562,0.31905,0.28143,0.3268,0.36276,0.43586,0.37783,0.35998,0.44688,0.47626,0.44804,
Dec1953,0.98793,1.37817,1.30051,1.37953,1.24984,1.19949,1.17806,1.02602,1.28337,0.9776,0.68085,0.44132,0.44949,0.60852,0.36137,0.3018,0.32417,0.32524,0.48617,0.79368,0.89639,0.85525,0.75261,0.70196,0.59148,0.8064,0.83452,0.90574,0.94455,0.89846,0.87815,0.83132,0.61711,0.39683,0.63276,0.71655,0.58062,0.49803,0.42376,0.38569,0.42944,0.46397,0.53348,0.47814,0.46392,0.5442,0.56942,0.54008
Jan1954,0.06799,0.59046,1.18431,1.20407,1.30213,1.1739,1.1343,1.11997,0.97758,1.24506,0.92962,0.61632,0.39273,0.39768,0.56212,0.31221,0.25196,0.27626,0.2745,0.4357,0.73631,0.83308,0.78962,0.68837,0.63864,0.52735,0.762,0.80436,0.87589,0.91578,0.8703,0.84888,0.8026,0.58646,0.3701,0.60275,0.6925,0.55243,0.46769,0.38828,0.35063,0.39406,0.42754,0.49626,0.4438,0.43566,0.51484,0.54475
Feb1954,1.60072,1.10598,1.4372,1.92954,1.74037,1.81006,1.66615,1.60129,1.53865,1.34915,1.57541,1.2907,1.00699,0.77639,0.79633,0.95239,0.70898,0.64307,0.652,0.6456,0.77727,1.03295,1.10932,1.051,0.94162,0.89846,0.78366,1.01913,1.05,1.1173,1.15078,1.09918,1.07121,1.02039,0.81374,0.59236,0.8153,0.89411,0.74607,0.67198,0.59334,0.55418,0.59214,0.62144,0.68462,0.62902,0.62979,0.70136
Mar1954,0.39199,1.13467,0.9593,1.17973,1.55489,1.54247,1.6042,1.51927,1.48974,1.45052,1.30161,1.52723,1.27413,1.01892,0.79681,0.80719,0.96251,0.71966,0.65492,0.66164,0.66002,0.78165,1.03293,1.12289,1.06664,0.95958,0.92343,0.80564,1.04467,1.0664,1.13569,1.16973,1.11676,1.08733,1.03545,0.82625,0.59852,0.82728,0.90424,0.75527,0.68345,0.60159,0.56273,0.59891,0.62722,0.68811,0.63439,0.63993
Apr1954,1.01555,0.85769,1.32046,1.22782,1.39002,1.73432,1.70751,1.76269,1.71157,1.7045,1.68886,1.53543,1.73994,1.52702,1.29232,1.0746,1.08604,1.23895,0.99938,0.93433,0.93066,0.91767,1.0226,1.26459,1.35646,1.29624,1.18073,1.14471,1.03119,1.26935,1.28314,1.35218,1.37899,1.31923,1.28431,1.23451,1.03874,0.80099,1.02471,1.08639,0.9322,0.86655,0.78246,0.7427,0.7743,0.79953,0.85528,0.79645
May1954,-0.70557,0.30385,0.35071,0.85253,0.79509,0.97284,1.30481,1.37748,1.43075,1.36761,1.35685,1.34157,1.25648,1.48392,1.28361,1.03368,0.82708,0.84013,0.98512,0.74283,0.68467,0.68717,0.6857,0.80626,1.07143,1.18736,1.12893,1.01935,0.98294,0.87419,1.11326,1.13846,1.20869,1.23953,1.17759,1.14583,1.09547,0.89277,0.66235,0.88847,0.95589,0.81028,0.74348,0.66542,0.62707,0.65935,0.68407,0.74184
Jun1954,-0.23392,-0.60644,0.20943,0.27001,0.7393,0.69918,0.87828,1.18444,1.25934,1.31183,1.24753,1.24201,1.22531,1.14806,1.38873,1.19617,0.95972,0.76613,0.7801,0.9136,0.68511,0.63096,0.63208,0.63273,0.74974,1.00595,1.12192,1.06589,0.96401,0.9309,0.83146,1.05592,1.08073,1.147,1.1777,1.1208,1.09163,1.04328,0.8471,0.63045,0.84883,0.91525,0.77787,0.71451,0.63867,0.60121,0.63158,0.65585
Jul1954,0.90587,0.34638,-0.25893,0.35004,0.38397,0.82096,0.78302,0.95104,1.2502,1.31783,1.36645,1.30293,1.30092,1.28136,1.19986,1.43591,1.24578,1.01165,0.82485,0.83262,0.96635,0.74702,0.69418,0.69103,0.68795,0.79843,1.04217,1.15796,1.09635,0.99757,0.96451,0.86963,1.08362,1.10649,1.17016,1.19773,1.14386,1.11397,1.07161,0.88136,0.6654,0.87919,0.94422,0.80657,0.74595,0.6688,0.63194,0.66114
Aug1954,1.99249,1.68363,1.1719,0.42767,0.74763,0.69543,1.04145,0.99621,1.14225,1.40966,1.45773,1.49933,1.44035,1.4341,1.40941,1.33504,1.53705,1.36991,1.15907,0.99517,0.99971,1.12887,0.92823,0.87765,0.86939,0.86049,0.95454,1.17243,1.28306,1.22161,1.12493,1.0901,0.99505,1.20097,1.21778,1.27699,1.29893,1.24667,1.21607,1.17646,1.0007,0.79093,0.99077,1.04538,0.91093,0.85381,0.77861,0.74252
Sep1954,-0.45871,1.37383,1.38439,0.94799,0.29359,0.65965,0.63006,0.98886,0.94428,1.09366,1.35927,1.40937,1.45252,1.39289,1.38823,1.36341,1.28895,1.49768,1.32503,1.11459,0.95103,0.9578,1.08263,0.88956,0.83995,0.83167,0.82313,0.91747,1.13168,1.2398,1.17806,1.08335,1.05106,0.95741,1.16104,1.1794,1.23786,1.26075,1.2097,1.18048,1.14193,0.96653,0.75993,0.96061,1.01756,0.88471,0.82665,0.75202
Oct1954,-1.15577,-1.0653,0.23375,0.46469,0.25585,-0.16239,0.31901,0.35362,0.74152,0.69562,0.85802,1.12707,1.19929,1.24834,1.18512,1.18452,1.1642,1.09098,1.28499,1.13106,0.94252,0.78688,0.79462,0.89937,0.72571,0.67747,0.67077,0.66925,0.76456,0.97486,1.07368,1.02204,0.93478,0.90682,0.81542,1.0096,1.03309,1.09004,1.11476,1.06505,1.041,1.00429,0.8287,0.63828,0.83604,0.90098,0.7783,0.72136
Nov1954,0.99223,0.37076,0.24036,0.75997,0.8386,0.68441,0.31652,0.58604,0.57047,0.89469,0.84613,0.99545,1.25264,1.31752,1.36232,1.29558,1.28763,1.26446,1.18721,1.3654,1.22186,1.03684,0.89713,0.90519,1.00921,0.84676,0.7969,0.791,0.78847,0.87497,1.06981,1.16895,1.11715,1.03623,1.00726,0.92427,1.106,1.12855,1.18119,1.2016,1.15438,1.13114,1.09968,0.93954,0.75613,0.9375,0.9905,0.87354
Dec1954,-0.47838,0.4015,-0.03754,-0.14518,0.44141,0.58308,0.45008,0.12986,0.45226,0.45164,0.79703,0.74621,0.89296,1.14643,1.20951,1.25676,1.19069,1.18438,1.16882,1.10178,1.27989,1.14566,0.96113,0.81586,0.82304,0.92728,0.76142,0.71413,0.71078,0.71003,0.80064,1.00183,1.09993,1.05089,0.97107,0.94282,0.8628,1.04113,1.0663,1.11886,1.14098,1.09564,1.07384,1.0436,0.88272,0.70377,0.8844,0.93997
Jan1955,-0.94937,-1.04302,-0.25991,-0.59528,-0.70389,-0.08,0.12987,0.04993,-0.231,0.14143,0.17788,0.54052,0.5145,0.65921,0.92475,1.00535,1.06009,0.99596,0.99325,0.98541,0.91469,1.11595,0.97111,0.78145,0.62619,0.6377,0.75605,0.60317,0.55737,0.55966,0.56248,0.65588,0.86559,0.95797,0.91605,0.83484,0.81603,0.73389,0.91049,0.93562,0.99026,1.01729,0.97304,0.95354,0.92551,0.76079,0.58239,0.77593
Feb1955,-1.40349,-1.51414,-1.45866,-0.96797,-1.29536,-1.35573,-0.78805,-0.5432,-0.54881,-0.73061,-0.27566,-0.19023,0.20511,0.19637,0.37294,0.63688,0.74106,0.8041,0.74103,0.74193,0.74721,0.68271,0.9068,0.75301,0.55987,0.40093,0.41449,0.52971,0.37791,0.33045,0.34212,0.34689,0.44968,0.67367,0.76122,0.72618,0.6504,0.63645,0.55094,0.73071,0.75796,0.81337,0.84641,0.80445,0.78777,0.76088,0.59381,0.42133
Mar1955,0.77167,-0.26898,-0.66805,-0.82205,-0.36717,-0.68145,-0.75703,-0.28066,-0.10564,-0.1498,-0.37789,-0.02339,0.01852,0.37499,0.35279,0.50481,0.76144,0.85714,0.91734,0.85157,0.85154,0.84383,0.77204,1.00038,0.84595,0.6534,0.50441,0.51304,0.63043,0.47269,0.42404,0.43166,0.42667,0.52475,0.75049,0.84464,0.80488,0.72606,0.70754,0.62261,0.8043,0.82659,0.88063,0.90987,0.86725,0.84726,0.81791,0.66196
Apr1955,-0.97741,-0.2178,-0.76268,-1.06366,-1.12764,-0.79518,-1.07687,-1.13022,-0.72906,-0.57128,-0.599,-0.76187,-0.37833,-0.29311,0.08684,0.06393,0.2201,0.47027,0.58028,0.65382,0.58703,0.59905,0.60761,0.55211,0.80841,0.65061,0.46166,0.31623,0.331,0.43996,0.27682,0.22649,0.24104,0.23751,0.34374,0.58398,0.67967,0.64884,0.57482,0.56017,0.4805,0.66709,0.69101,0.7463,0.78077,0.73884,0.72255,0.70022
May1955,0.32408,-0.60805,-0.11077,-0.58916,-0.86076,-0.92848,-0.64725,-0.89091,-0.93144,-0.61108,-0.46978,-0.49869,-0.68431,-0.35117,-0.28341,0.08087,0.04752,0.20161,0.42753,0.53124,0.60497,0.54106,0.55535,0.56521,0.51864,0.77634,0.62461,0.43962,0.30338,0.32997,0.43572,0.27288,0.22459,0.23678,0.23434,0.34034,0.5757,0.67163,0.64139,0.57327,0.5594,0.4826,0.66339,0.68694,0.73816,0.76995,0.72971,0.71508
Jun1955,-0.17493,0.16505,-0.57006,-0.13237,-0.56879,-0.82527,-0.89476,-0.62965,-0.85349,-0.89181,-0.59258,-0.466,-0.48867,-0.66264,-0.35995,-0.28997,0.06169,0.03104,0.181,0.39223,0.49162,0.56168,0.4995,0.51447,0.52511,0.48173,0.73074,0.58334,0.40772,0.28017,0.31272,0.41416,0.25731,0.20936,0.21953,0.21593,0.31864,0.54789,0.64036,0.61431,0.55018,0.53635,0.46519,0.64088,0.66279,0.7116,0.74152,0.70309
Jul1955,-0.60685,-0.54945,-0.13738,-0.71518,-0.26059,-0.65053,-0.88319,-0.95182,-0.70332,-0.91635,-0.95032,-0.66472,-0.54941,-0.56488,-0.71885,-0.42843,-0.35728,-0.01456,-0.04567,0.09868,0.3054,0.40417,0.4747,0.41287,0.42945,0.44384,0.40652,0.65293,0.5113,0.34561,0.22258,0.25712,0.35524,0.20283,0.15618,0.16742,0.16372,0.26379,0.48614,0.57575,0.54899,0.48788,0.47681,0.40824,0.58442,0.60523,0.65438,0.68569
Aug1955,-0.73995,-0.88066,-0.70023,-0.30977,-0.785,-0.34279,-0.69804,-0.90911,-0.97427,-0.7407,-0.94224,-0.97433,-0.69959,-0.58992,-0.59949,-0.74219,-0.46077,-0.39069,-0.05948,-0.08991,0.05304,0.24841,0.34229,0.40766,0.34841,0.36647,0.38348,0.34971,0.58268,0.44586,0.28835,0.17081,0.2058,0.3014,0.15544,0.1112,0.12346,0.12029,0.21966,0.43491,0.52009,0.49659,0.44049,0.43333,0.36778,0.53964,0.55961,0.60679
Sep1955,-0.7813,-1.00551,-1.08109,-0.88189,-0.48387,-0.88339,-0.43772,-0.76948,-0.97309,-1.03588,-0.80567,-1.00142,-1.03266,-0.76132,-0.65354,-0.65782,-0.79203,-0.5147,-0.43848,-0.10815,-0.13632,0.00853,0.20031,0.29487,0.3592,0.30142,0.31873,0.33789,0.30728,0.5328,0.40008,0.24604,0.13082,0.16377,0.2578,0.11505,0.07091,0.08382,0.08128,0.18007,0.39404,0.47753,0.45615,0.40153,0.3941,0.33053,0.50117,0.52209
Oct1955,-0.18234,-0.53235,-0.78409,-0.93473,-0.86317,-0.60106,-0.96469,-0.53096,-0.84928,-1.02203,-1.09844,-0.88386,-1.07766,-1.10828,-0.84277,-0.73883,-0.73034,-0.84198,-0.54975,-0.46335,-0.13681,-0.16605,-0.0224,0.16083,0.25164,0.30835,0.25304,0.26993,0.28688,0.25549,0.45841,0.33298,0.18561,0.0766,0.10689,0.19834,0.06017,0.01796,0.03332,0.03787,0.13543,0.34297,0.41989,0.40392,0.35293,0.3482,0.29055,0.45551
Nov1955,-0.67744,-0.73939,-0.97593,-1.11837,-1.16712,-1.05429,-0.79044,-1.08459,-0.70185,-0.97075,-1.12139,-1.19035,-1.00462,-1.17356,-1.20016,-0.96255,-0.86443,-0.85248,-0.9455,-0.67244,-0.58935,-0.27531,-0.301,-0.15771,0.01378,0.09694,0.14838,0.10198,0.1217,0.147,0.13259,0.33107,0.21818,0.08006,-0.02319,0.0185,0.10073,-0.03132,-0.071,-0.05393,-0.04842,0.04987,0.25806,0.33021,0.32141,0.27555,0.26835,0.21503
