DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Oct1987,2.08084,2.03891,1.99661,2.11952,2.07258,1.75587,1.62089,1.80735,1.67663,1.3917,1.35435,1.58839,1.48912,1.42895,1.44155,1.42857,1.41875,1.67965,1.67758,1.75783,1.64206,1.49658,1.54325,1.56405,1.56037,1.50605,1.52685,1.57144,1.5132,1.26455,1.01321,0.93624,0.84967,1.0303,1.11385,1.24938,1.21994,1.20892,1.23873,1.20273,1.19317,1.31522,1.27942,1.24301,1.20238,1.1457,1.20715,1.18593
Nov1987,-0.7957,1.50118,1.46839,1.46332,1.61438,1.50955,1.31907,1.24683,1.52434,1.41955,1.14412,1.11096,1.35083,1.25764,1.19511,1.20708,1.19245,1.19996,1.48668,1.49404,1.591,1.4712,1.31818,1.37059,1.38393,1.38862,1.33148,1.35438,1.41152,1.3563,1.10858,0.85528,0.78743,0.71126,0.89381,0.9844,1.11014,1.08621,1.07506,1.10776,1.07742,1.07233,1.19544,1.15654,1.12498,1.08961,1.03808,1.10653
Dec1987,-0.3983,-0.92404,1.2735,1.24429,1.27402,1.47646,1.37427,1.18665,1.13469,1.43944,1.35127,1.07029,1.02588,1.26114,1.15971,1.09804,1.11245,1.09863,1.11348,1.41642,1.41397,1.52248,1.40334,1.24469,1.29807,1.31161,1.31249,1.25623,1.28011,1.33807,1.29014,1.04853,0.79516,0.72934,0.65536,0.83717,0.93001,1.05249,1.03126,1.02008,1.05448,1.02592,1.02215,1.14412,1.10111,1.06921,1.03916,0.99258
Jan1988,0.35481,-0.15166,-0.71182,1.26821,1.24957,1.28759,1.49973,1.38845,1.20568,1.15503,1.45957,1.36721,1.08128,1.02894,1.26892,1.17171,1.10832,1.12153,1.10762,1.11865,1.41896,1.4203,1.5369,1.41593,1.24739,1.30014,1.32057,1.3148,1.2596,1.28204,1.33619,1.28878,1.05346,0.7998,0.7364,0.65927,0.84363,0.92957,1.05171,1.02878,1.01809,1.05306,1.02389,1.0204,1.1448,1.10409,1.07384,1.04617
Feb1988,0.37397,0.38652,-0.0014,-0.48719,1.34594,1.31756,1.35004,1.56254,1.42922,1.24637,1.20432,1.50918,1.43711,1.15258,1.11108,1.34805,1.25845,1.19591,1.20496,1.18282,1.18573,1.4743,1.4833,1.58259,1.45814,1.28894,1.33971,1.36312,1.35344,1.29927,1.32051,1.37436,1.32644,1.09224,0.8361,0.77225,0.69348,0.87629,0.9561,1.08273,1.05938,1.04801,1.0824,1.05317,1.04771,1.16761,1.13054,1.09863
Mar1988,0.56278,0.56158,0.58448,0.3475,-0.06101,1.29274,1.27775,1.31539,1.50687,1.40284,1.24921,1.22445,1.52239,1.47432,1.20615,1.16303,1.40406,1.30986,1.24777,1.25573,1.22731,1.22113,1.51484,1.53639,1.64467,1.52283,1.35326,1.4075,1.43067,1.40656,1.35328,1.37457,1.4348,1.38405,1.13847,0.88048,0.81245,0.73188,0.91307,0.99172,1.11912,1.09114,1.07865,1.11023,1.0809,1.07223,1.18364,1.14994
Apr1988,0.72926,0.7498,0.74951,0.76897,0.57681,0.24924,1.39206,1.37597,1.42895,1.62843,1.55099,1.39546,1.36756,1.68413,1.64161,1.38869,1.34992,1.5917,1.51675,1.45251,1.45077,1.40956,1.389,1.67713,1.70679,1.82012,1.67877,1.49929,1.55696,1.58561,1.5604,1.50683,1.52207,1.57529,1.52148,1.2801,1.02988,0.95851,0.8684,1.04099,1.1163,1.24897,1.21803,1.2047,1.23185,1.20094,1.18779,1.28802
May1988,-0.12884,0.31953,0.44833,0.48658,0.52227,0.37393,0.09212,1.15252,1.13081,1.18235,1.37924,1.30161,1.20767,1.18608,1.53915,1.46988,1.23913,1.19589,1.44454,1.36055,1.29988,1.30405,1.26966,1.26305,1.57335,1.63621,1.74904,1.60892,1.41385,1.46555,1.50288,1.49176,1.43571,1.45291,1.50373,1.44948,1.20435,0.95238,0.87831,0.79828,0.968,1.04301,1.16063,1.13098,1.11795,1.1463,1.11984,1.11007
Jun1988,0.02503,-0.09431,0.2841,0.40387,0.44219,0.48593,0.35477,0.08473,1.07395,1.05466,1.10065,1.29113,1.21393,1.12887,1.12487,1.46483,1.39701,1.18157,1.14036,1.37226,1.29056,1.23509,1.24019,1.21066,1.20751,1.50683,1.57478,1.68614,1.5549,1.36491,1.4156,1.44393,1.43499,1.38169,1.39981,1.45242,1.40149,1.16461,0.92203,0.85416,0.77878,0.94205,1.01636,1.1293,1.10045,1.08753,1.11444,1.08894
Jul1988,1.13192,0.68046,0.26669,0.488,0.56097,0.58528,0.62694,0.49432,0.24423,1.17502,1.15393,1.19577,1.38049,1.30153,1.21249,1.20853,1.53555,1.46478,1.26053,1.21385,1.44302,1.37187,1.31669,1.31707,1.28233,1.27277,1.55204,1.62072,1.71357,1.58416,1.401,1.44904,1.47303,1.46455,1.41474,1.42957,1.48097,1.43065,1.20963,0.97524,0.90706,0.82927,0.98869,1.05949,1.17376,1.14366,1.13036,1.15636
Aug1988,1.25789,1.41226,1.03162,0.56908,0.68526,0.71023,0.71116,0.74212,0.62086,0.40009,1.23807,1.21861,1.25336,1.41723,1.34139,1.26036,1.25309,1.55199,1.49063,1.30943,1.2636,1.47402,1.40973,1.36124,1.36051,1.32839,1.31842,1.57797,1.64914,1.74325,1.62053,1.44273,1.48493,1.5073,1.49433,1.4461,1.45781,1.50567,1.45717,1.2495,1.02789,0.96275,0.88573,1.03498,1.10122,1.20946,1.18008,1.16699
Sep1988,0.50701,1.15664,1.37475,1.03365,0.59614,0.71493,0.7373,0.73805,0.76656,0.6478,0.42639,1.25111,1.23285,1.2661,1.42854,1.35154,1.27049,1.26686,1.55461,1.48994,1.31163,1.26784,1.47301,1.41427,1.36723,1.36524,1.33347,1.32255,1.57114,1.64459,1.73166,1.61084,1.43799,1.48041,1.50361,1.49145,1.44409,1.45583,1.50332,1.45612,1.25175,1.03376,0.96936,0.89326,1.04148,1.10801,1.21601,1.18685
Oct1988,0.34838,0.35234,0.72285,0.93079,0.77688,0.49387,0.66539,0.6955,0.7032,0.71985,0.61487,0.40103,1.20445,1.18894,1.21976,1.38013,1.30006,1.21325,1.20395,1.45501,1.40166,1.24463,1.2038,1.37623,1.32844,1.28749,1.28597,1.26432,1.26078,1.49482,1.57646,1.66571,1.55224,1.38502,1.42289,1.44235,1.43597,1.3906,1.4006,1.4388,1.39641,1.20425,0.99539,0.93778,0.8672,1.01302,1.07836,1.18221
Nov1988,-0.11659,0.0577,0.15225,0.46596,0.65403,0.55616,0.36734,0.49795,0.55034,0.56447,0.58969,0.47809,0.26912,1.07375,1.06004,1.09076,1.24871,1.17963,1.10063,1.099,1.35852,1.30254,1.14667,1.11061,1.27883,1.23706,1.19381,1.19418,1.17934,1.17851,1.40826,1.4809,1.56679,1.4674,1.3098,1.34781,1.3651,1.36252,1.31818,1.32968,1.36993,1.33211,1.15092,0.94894,0.89586,0.82909,0.96805,1.03597
Dec1988,-0.71947,-0.68604,-0.44929,-0.34406,0.03128,0.30093,0.23761,0.11397,0.30798,0.38341,0.4138,0.43825,0.31854,0.10072,0.9213,0.91197,0.94805,1.11154,1.05064,0.9834,0.99035,1.25787,1.20298,1.03902,1.00297,1.17122,1.12531,1.08326,1.08578,1.07345,1.07989,1.31992,1.38886,1.47976,1.37991,1.2242,1.26631,1.27861,1.27934,1.23523,1.24872,1.29084,1.25429,1.0747,0.87099,0.81991,0.75881,0.89979
Jan1989,0.04355,-0.57633,-0.67418,-0.48956,-0.41827,-0.07563,0.20609,0.17624,0.05245,0.24114,0.32069,0.34006,0.38472,0.26338,0.05589,0.87188,0.86231,0.90035,1.06815,1.00485,0.92684,0.92818,1.21275,1.16151,0.98786,0.94947,1.13383,1.08954,1.04857,1.05195,1.03948,1.04533,1.29035,1.35511,1.45203,1.34419,1.19201,1.23188,1.24509,1.24673,1.20241,1.218,1.26212,1.22669,1.04444,0.84145,0.79111,0.73374
Feb1989,-0.02026,-0.0789,-0.53353,-0.64635,-0.5333,-0.46028,-0.13355,0.14643,0.13501,0.04243,0.22949,0.30204,0.32793,0.37501,0.2762,0.05737,0.88657,0.87652,0.91158,1.07638,1.00998,0.92661,0.92657,1.20631,1.15169,0.97668,0.93631,1.12203,1.0764,1.03527,1.04052,1.028,1.03432,1.28698,1.35601,1.45711,1.34491,1.18539,1.22148,1.23598,1.23772,1.19242,1.20845,1.25522,1.21685,1.02818,0.82865,0.77974
Mar1989,-0.07162,-0.09316,-0.09802,-0.40978,-0.54111,-0.47618,-0.4152,-0.15937,0.06835,0.05795,-0.04923,0.14404,0.22006,0.24891,0.28997,0.18217,-0.02915,0.78135,0.77308,0.81017,0.98198,0.91485,0.83395,0.84951,1.144,1.09492,0.91971,0.87858,1.06641,1.01305,0.97103,0.97801,0.96509,0.97363,1.24284,1.31748,1.42762,1.30897,1.13837,1.17468,1.18458,1.18245,1.1345,1.15058,1.20001,1.15965,0.96722,0.77297
Apr1989,-1.71196,-1.23034,-1.01665,-0.9858,-1.12055,-1.23286,-1.23266,-1.1691,-0.94011,-0.72967,-0.70068,-0.7156,-0.45091,-0.30712,-0.24662,-0.20093,-0.30124,-0.50478,0.29761,0.29847,0.34854,0.55694,0.51146,0.45473,0.48876,0.82467,0.78603,0.60294,0.56732,0.74724,0.70151,0.65538,0.67245,0.66136,0.67931,0.98099,1.04796,1.18054,1.06776,0.8994,0.95278,0.955,0.95392,0.90147,0.9256,0.98278,0.94652,0.75586
May1989,0.11713,-1.20234,-0.98128,-0.86304,-0.8616,-0.98202,-1.08265,-1.07497,-1.02157,-0.84244,-0.66083,-0.63999,-0.69537,-0.46274,-0.34156,-0.26832,-0.24066,-0.32507,-0.52424,0.21881,0.22292,0.27051,0.47318,0.43291,0.38702,0.42066,0.76272,0.72802,0.55016,0.52598,0.70323,0.65887,0.61384,0.62963,0.61885,0.63945,0.9375,1.00327,1.12213,1.01949,0.85904,0.91113,0.90955,0.90885,0.85913,0.88249,0.93724,0.90463
Jun1989,0.00725,0.07692,-1.05324,-0.88375,-0.79181,-0.79882,-0.92071,-1.01164,-0.99968,-0.95151,-0.78282,-0.61616,-0.59568,-0.65234,-0.44532,-0.32624,-0.25239,-0.2263,-0.30513,-0.5015,0.21459,0.21855,0.26097,0.45395,0.41561,0.37159,0.40422,0.73147,0.70081,0.53228,0.51522,0.68396,0.64114,0.59664,0.61053,0.59983,0.62008,0.90773,0.96915,1.08531,0.9892,0.83616,0.88863,0.88787,0.88648,0.83828,0.85995,0.91267
Jul1989,-0.69542,-0.48369,-0.24887,-1.15418,-0.96691,-0.86996,-0.8687,-0.9858,-1.07565,-1.06433,-1.01609,-0.85419,-0.70137,-0.67552,-0.71708,-0.51797,-0.3996,-0.32524,-0.30153,-0.376,-0.55881,0.12621,0.13129,0.17253,0.36291,0.32961,0.29299,0.32783,0.64919,0.62399,0.46154,0.44847,0.61022,0.56863,0.52529,0.54016,0.53049,0.55099,0.83494,0.89169,1.01388,0.92049,0.77184,0.82726,0.82785,0.82584,0.77724,0.80058
Aug1989,-0.88379,-1.02573,-0.71118,-0.44902,-1.21057,-1.02219,-0.92039,-0.91285,-1.02212,-1.11018,-1.09952,-1.05288,-0.89531,-0.74921,-0.7193,-0.75402,-0.55929,-0.44392,-0.37038,-0.34813,-0.41414,-0.58971,0.06673,0.06948,0.10811,0.29119,0.26279,0.2299,0.25868,0.56961,0.54951,0.39383,0.38258,0.53919,0.49995,0.45845,0.47439,0.46573,0.48861,0.76449,0.81647,0.94021,0.85367,0.7127,0.76974,0.7695,0.76761,0.71941
Sep1989,0.2759,-0.57999,-0.82508,-0.62859,-0.41962,-1.17063,-1.00125,-0.90113,-0.89262,-1.00517,-1.08912,-1.07747,-1.03288,-0.87615,-0.73211,-0.70225,-0.73757,-0.54775,-0.42903,-0.35453,-0.33124,-0.39474,-0.57045,0.08341,0.08574,0.12346,0.3022,0.27367,0.24093,0.26483,0.57118,0.5506,0.39785,0.38446,0.53927,0.50151,0.45996,0.47555,0.46708,0.4891,0.76213,0.81391,0.93687,0.85167,0.71097,0.76862,0.76772,0.76635
Oct1989,-0.4207,-0.2881,-0.64656,-0.857,-0.74744,-0.61534,-1.29184,-1.11125,-1.01122,-0.9786,-1.10013,-1.18786,-1.18162,-1.13928,-0.98447,-0.84592,-0.80386,-0.81465,-0.6097,-0.47981,-0.40459,-0.38246,-0.44111,-0.61264,0.02658,0.025,0.06082,0.23141,0.20367,0.17106,0.17927,0.4788,0.46162,0.31631,0.30204,0.45139,0.41647,0.37675,0.39481,0.39239,0.41634,0.6795,0.72386,0.84631,0.76898,0.63979,0.70033,0.6992
Nov1989,-1.14108,-1.33793,-1.18244,-1.3528,-1.37563,-1.16397,-0.9739,-1.4768,-1.29961,-1.1935,-1.16394,-1.26507,-1.3355,-1.3359,-1.30024,-1.16274,-1.03709,-0.99409,-0.99052,-0.79592,-0.67181,-0.59082,-0.5677,-0.61297,-0.76988,-0.18184,-0.18546,-0.14349,0.02317,0.00788,-0.00409,0.00779,0.30547,0.29547,0.15797,0.15793,0.29562,0.26489,0.22736,0.24868,0.24921,0.27758,0.54221,0.58109,0.70835,0.63848,0.51244,0.5784
Dec1989,1.04956,-0.23539,-0.37902,-0.33039,-0.54779,-0.70836,-0.66023,-0.55778,-1.19061,-1.07239,-1.00361,-0.97907,-1.0935,-1.15378,-1.14324,-1.11028,-0.97235,-0.84458,-0.80887,-0.82127,-0.62091,-0.50792,-0.43365,-0.41282,-0.46666,-0.63148,-0.03838,-0.04064,-0.00108,0.16245,0.14007,0.1206,0.1337,0.42351,0.41145,0.27391,0.27201,0.40858,0.37908,0.34099,0.36104,0.36091,0.38661,0.64534,0.6861,0.80248,0.73255,0.60906
Jan1990,0.29528,0.79647,-0.14621,-0.29361,-0.27577,-0.48133,-0.63905,-0.59596,-0.51571,-1.14725,-1.04398,-0.9831,-0.96165,-1.05912,-1.11818,-1.11367,-1.08149,-0.9497,-0.82806,-0.79257,-0.80474,-0.62345,-0.51952,-0.45099,-0.43093,-0.482,-0.62714,-0.02041,-0.02163,0.02073,0.18046,0.15393,0.12638,0.13763,0.42501,0.41134,0.28342,0.27387,0.40567,0.37057,0.33296,0.35194,0.3502,0.37366,0.63583,0.68239,0.79867,0.73164
Feb1990,0.34529,0.32792,0.74046,0.00797,-0.18059,-0.15853,-0.3383,-0.48732,-0.4456,-0.37784,-1.03265,-0.96093,-0.923,-0.90513,-1.00389,-1.06581,-1.06992,-1.03743,-0.90077,-0.76929,-0.73282,-0.74976,-0.57803,-0.46798,-0.40297,-0.38047,-0.43492,-0.57998,0.02415,0.02082,0.06573,0.22028,0.19136,0.15846,0.16462,0.45409,0.44021,0.3119,0.2964,0.43115,0.3961,0.3562,0.37479,0.37235,0.39654,0.65779,0.70972,0.82447
Mar1990,-1.16988,-0.59887,-0.40577,0.00774,-0.52737,-0.69293,-0.66596,-0.81672,-0.93773,-0.87278,-0.78174,-1.28401,-1.18884,-1.14515,-1.13032,-1.20834,-1.25709,-1.26211,-1.23497,-1.11637,-0.99975,-0.95462,-0.95413,-0.79898,-0.69442,-0.62837,-0.60459,-0.6526,-0.78187,-0.21972,-0.22455,-0.17815,-0.03478,-0.05567,-0.07289,-0.06852,0.22162,0.21892,0.09754,0.09234,0.22658,0.18967,0.15102,0.1737,0.17344,0.20272,0.47115,0.52445
Apr1990,-0.70769,-1.21163,-0.8571,-0.74952,-0.36898,-0.81054,-0.96977,-0.94156,-1.07327,-1.20432,-1.13711,-1.02961,-1.44741,-1.38301,-1.33009,-1.31314,-1.38215,-1.40788,-1.42411,-1.40547,-1.29045,-1.18501,-1.13449,-1.1204,-0.9706,-0.8647,-0.78851,-0.75874,-0.80212,-0.926,-0.37609,-0.38025,-0.32871,-0.18252,-0.19879,-0.21514,-0.2095,0.09189,0.09545,-0.02654,-0.02534,0.11198,0.07557,0.03652,0.06326,0.06366,0.09857,0.3818
May1990,-0.42435,-0.81345,-1.14767,-0.89447,-0.81977,-0.49766,-0.86517,-1.00679,-0.97794,-1.08008,-1.17589,-1.11913,-1.06144,-1.40656,-1.37173,-1.32984,-1.31952,-1.38543,-1.40572,-1.41559,-1.40238,-1.30033,-1.2072,-1.16291,-1.15395,-1.02882,-0.92943,-0.85885,-0.827,-0.8563,-0.97863,-0.46482,-0.46754,-0.41761,-0.27466,-0.28494,-0.29566,-0.2887,0.01378,0.02167,-0.0927,-0.08954,0.05107,0.01953,-0.01809,0.0071,0.00504,0.04103
Jun1990,-1.16295,-0.83758,-0.99068,-1.23884,-0.99912,-0.93371,-0.63166,-0.96818,-1.09407,-1.06615,-1.15402,-1.23747,-1.17792,-1.12069,-1.44557,-1.41606,-1.37552,-1.36755,-1.43015,-1.44589,-1.45509,-1.44295,-1.34124,-1.25238,-1.20747,-1.19546,-1.07802,-0.9804,-0.91276,-0.88205,-0.90655,-1.02178,-0.52668,-0.52979,-0.48172,-0.34583,-0.35307,-0.35773,-0.34789,-0.05462,-0.04489,-0.15625,-0.14944,-0.01148,-0.04233,-0.07886,-0.05413,-0.05486
Jul1990,-0.97897,-1.29328,-1.14268,-1.14854,-1.32395,-1.09546,-1.02833,-0.74588,-1.06444,-1.18281,-1.15292,-1.23099,-1.31058,-1.24882,-1.18322,-1.48677,-1.45518,-1.41383,-1.40577,-1.45765,-1.4721,-1.48642,-1.47679,-1.37588,-1.29128,-1.2457,-1.22769,-1.11682,-1.01719,-0.95069,-0.92201,-0.94596,-1.0541,-0.576,-0.57915,-0.53096,-0.40057,-0.40588,-0.41433,-0.40192,-0.12698,-0.11525,-0.22341,-0.21507,-0.08009,-0.1116,-0.14608,-0.12083
Aug1990,-0.9069,-1.20418,-1.36313,-1.22259,-1.2094,-1.36041,-1.13347,-1.06441,-0.8001,-1.10209,-1.21526,-1.18601,-1.25712,-1.32911,-1.26758,-1.2044,-1.49861,-1.47348,-1.43812,-1.43071,-1.47945,-1.49245,-1.50781,-1.49737,-1.39374,-1.31183,-1.26689,-1.24769,-1.13735,-1.04079,-0.97757,-0.95093,-0.97221,-1.07566,-0.60905,-0.61106,-0.56282,-0.43599,-0.43905,-0.44754,-0.43489,-0.16933,-0.15567,-0.25784,-0.25021,-0.11733,-0.14867,-0.18278
Sep1990,-0.84316,-1.15311,-1.35703,-1.43822,-1.33585,-1.2915,-1.42697,-1.19967,-1.12934,-0.8691,-1.16216,-1.27244,-1.24425,-1.30953,-1.381,-1.31649,-1.24866,-1.53661,-1.50902,-1.47061,-1.46198,-1.50934,-1.52065,-1.5411,-1.53066,-1.42504,-1.34233,-1.29599,-1.27282,-1.16096,-1.06332,-0.99972,-0.97471,-0.99621,-1.09803,-0.64002,-0.64201,-0.59404,-0.46902,-0.47135,-0.47869,-0.46645,-0.20387,-0.19083,-0.2939,-0.28534,-0.15479,-0.18515
Oct1990,0.70813,0.28466,-0.12397,-0.51315,-0.8715,-0.94885,-1.10342,-1.28748,-1.08391,-0.99332,-0.75915,-1.0586,-1.17166,-1.148,-1.21584,-1.2876,-1.23121,-1.17133,-1.4882,-1.47031,-1.42336,-1.41668,-1.46876,-1.48312,-1.5085,-1.49045,-1.37361,-1.2847,-1.2374,-1.21605,-1.10187,-1.00662,-0.94301,-0.91374,-0.93704,-1.04192,-0.58216,-0.58426,-0.53581,-0.40564,-0.41009,-0.41946,-0.40813,-0.14709,-0.13617,-0.23976,-0.22919,-0.10141
Nov1990,-1.53431,-0.68287,-0.93765,-1.1557,-1.30836,-1.44219,-1.41902,-1.41024,-1.52078,-1.31996,-1.24074,-1.04163,-1.28702,-1.38598,-1.36601,-1.41999,-1.48045,-1.43073,-1.36123,-1.63654,-1.62451,-1.56555,-1.55823,-1.59595,-1.60013,-1.62637,-1.60272,-1.49836,-1.42418,-1.37638,-1.35031,-1.23697,-1.14354,-1.0844,-1.06201,-1.08273,-1.17858,-0.74134,-0.74176,-0.69181,-0.56577,-0.56474,-0.56726,-0.55593,-0.29603,-0.28018,-0.38418,-0.37173
Dec1990,-0.05078,-1.13031,-0.66449,-0.83999,-1.03651,-1.2123,-1.36209,-1.3616,-1.41798,-1.52946,-1.34378,-1.25918,-1.06441,-1.28869,-1.37539,-1.36087,-1.41551,-1.46953,-1.42326,-1.36279,-1.6563,-1.63544,-1.57068,-1.55517,-1.59161,-1.60235,-1.62276,-1.60368,-1.50147,-1.42673,-1.38105,-1.35754,-1.24687,-1.15315,-1.09282,-1.06893,-1.0893,-1.18427,-0.74941,-0.75032,-0.69946,-0.57283,-0.57059,-0.57018,-0.5556,-0.29296,-0.27845,-0.38318
Jan1991,-0.61262,-0.59738,-1.32635,-1.00517,-1.16503,-1.32259,-1.48603,-1.62254,-1.58269,-1.57549,-1.64507,-1.44974,-1.38367,-1.17484,-1.38321,-1.46828,-1.45451,-1.50848,-1.55566,-1.50693,-1.43168,-1.66741,-1.64391,-1.58641,-1.57933,-1.62034,-1.63763,-1.66411,-1.64858,-1.54728,-1.48126,-1.43418,-1.41056,-1.30344,-1.21372,-1.15006,-1.12832,-1.15358,-1.24644,-0.83258,-0.83414,-0.78496,-0.66326,-0.66289,-0.66031,-0.64106,-0.38796,-0.36982
Feb1991,-0.08871,-0.51385,-0.58328,-1.23961,-1.00397,-1.1299,-1.27073,-1.43118,-1.55687,-1.56333,-1.57437,-1.64493,-1.47179,-1.4107,-1.20246,-1.40986,-1.51077,-1.49553,-1.54356,-1.59064,-1.53612,-1.44729,-1.66987,-1.63912,-1.57613,-1.57293,-1.6108,-1.62903,-1.65285,-1.63557,-1.54257,-1.4749,-1.42862,-1.40598,-1.30032,-1.21568,-1.15422,-1.13068,-1.1531,-1.24539,-0.84344,-0.84542,-0.79719,-0.6796,-0.67658,-0.66905,-0.6486,-0.39588
Mar1991,1.50809,1.10964,0.70444,0.58187,-0.0809,0.11545,-0.00964,-0.18923,-0.38154,-0.579,-0.67985,-0.89336,-1.11359,-1.01099,-0.9545,-0.77022,-0.99499,-1.08787,-1.07399,-1.12633,-1.17485,-1.12577,-1.07535,-1.33677,-1.32237,-1.28272,-1.29602,-1.34281,-1.36887,-1.37054,-1.35374,-1.26302,-1.1891,-1.15625,-1.15374,-1.06755,-0.98746,-0.9285,-0.89025,-0.91344,-1.01282,-0.59927,-0.60201,-0.55682,-0.4414,-0.44438,-0.43568,-0.41336
Apr1991,-0.65373,0.65469,0.49979,0.20695,0.14418,-0.42306,-0.23727,-0.35316,-0.51238,-0.68854,-0.86169,-0.92365,-1.08521,-1.29941,-1.18975,-1.13545,-0.95706,-1.15646,-1.2555,-1.24732,-1.28993,-1.338,-1.28544,-1.22738,-1.47846,-1.45926,-1.42137,-1.44151,-1.48341,-1.49347,-1.49596,-1.47783,-1.38904,-1.3129,-1.27426,-1.26924,-1.18299,-1.10538,-1.04547,-1.00926,-1.02901,-1.12527,-0.71297,-0.71414,-0.66612,-0.55035,-0.54834,-0.53087
May1991,0.37719,-0.3643,0.5654,0.44297,0.20642,0.16073,-0.31471,-0.19287,-0.28681,-0.41684,-0.54887,-0.70075,-0.80684,-0.9553,-1.17181,-1.07917,-1.04218,-0.88173,-1.07595,-1.1616,-1.15529,-1.19605,-1.23823,-1.1945,-1.15356,-1.3995,-1.3899,-1.35817,-1.37748,-1.41915,-1.43791,-1.43975,-1.42352,-1.33579,-1.26086,-1.22674,-1.22292,-1.14305,-1.05796,-1.00049,-0.96082,-0.97896,-1.07021,-0.65599,-0.6577,-0.61235,-0.50175,-0.50087
Jun1991,0.10511,0.30961,-0.28741,0.52275,0.41515,0.20896,0.16866,-0.27966,-0.16801,-0.25412,-0.37361,-0.49969,-0.63931,-0.7464,-0.90288,-1.11755,-1.02853,-0.9971,-0.83915,-1.03498,-1.11792,-1.11121,-1.15147,-1.19193,-1.14979,-1.11206,-1.36068,-1.34914,-1.32105,-1.3404,-1.38417,-1.40379,-1.40403,-1.38635,-1.29767,-1.22373,-1.1913,-1.18902,-1.11084,-1.02649,-0.96922,-0.92882,-0.94608,-1.03758,-0.62547,-0.62747,-0.58353,-0.47456
Jul1991,-0.49467,-0.31834,0.03711,-0.43819,0.38567,0.30282,0.11419,0.07376,-0.35557,-0.24858,-0.33074,-0.44382,-0.56896,-0.69646,-0.78833,-0.9374,-1.13972,-1.0526,-1.02395,-0.86962,-1.05399,-1.13891,-1.13346,-1.1689,-1.20659,-1.16415,-1.12257,-1.3654,-1.35045,-1.32414,-1.34289,-1.38787,-1.40558,-1.40462,-1.3872,-1.29924,-1.22707,-1.19385,-1.19474,-1.11766,-1.03974,-0.98381,-0.94649,-0.96248,-1.05229,-0.65459,-0.65549,-0.61279
Aug1991,-0.80198,-0.85302,-0.54777,-0.1738,-0.54463,0.25275,0.18442,0.01197,-0.02075,-0.42025,-0.31692,-0.3937,-0.49764,-0.61529,-0.73058,-0.81454,-0.95465,-1.15459,-1.07235,-1.04506,-0.88834,-1.06888,-1.15384,-1.14912,-1.18248,-1.22164,-1.18007,-1.13827,-1.37467,-1.35858,-1.33512,-1.35542,-1.39746,-1.41427,-1.41237,-1.39515,-1.30761,-1.23614,-1.20361,-1.20439,-1.12784,-1.05349,-0.99874,-0.96109,-0.9785,-1.06613,-0.6745,-0.67532
Sep1991,-0.2038,-0.77455,-0.86232,-0.61388,-0.25176,-0.58579,0.20805,0.15107,-0.01897,-0.04926,-0.44699,-0.34298,-0.41811,-0.52108,-0.63699,-0.74823,-0.82881,-0.96932,-1.16373,-1.07912,-1.05103,-0.89324,-1.07348,-1.16171,-1.15695,-1.18925,-1.2274,-1.18504,-1.14071,-1.37409,-1.35688,-1.33233,-1.35297,-1.39412,-1.41201,-1.41139,-1.39364,-1.30682,-1.2362,-1.20381,-1.20502,-1.12977,-1.05622,-1.00285,-0.96681,-0.98366,-1.06988,-0.68374
Oct1991,0.0482,-0.13229,-0.46771,-0.63594,-0.55117,-0.33166,-0.62285,0.13008,0.07927,-0.07647,-0.10926,-0.50087,-0.40713,-0.47951,-0.5747,-0.68767,-0.78595,-0.84875,-0.98448,-1.18941,-1.09546,-1.06606,-0.89783,-1.08247,-1.17845,-1.17091,-1.20253,-1.24492,-1.20034,-1.15318,-1.38372,-1.36762,-1.34216,-1.36228,-1.40322,-1.42229,-1.42405,-1.40667,-1.31877,-1.24728,-1.2145,-1.21442,-1.13598,-1.063,-1.00949,-0.97712,-0.993,-1.08158
Nov1991,-1.45793,-1.28897,-1.31883,-1.42885,-1.37099,-1.13265,-0.8286,-0.9931,-0.28275,-0.30054,-0.42837,-0.46779,-0.80989,-0.72662,-0.78428,-0.85631,-0.9486,-1.02679,-1.06619,-1.17783,-1.36211,-1.26182,-1.23297,-1.07054,-1.23199,-1.3235,-1.31179,-1.33773,-1.38093,-1.33543,-1.28495,-1.49465,-1.47833,-1.45649,-1.48332,-1.53044,-1.53808,-1.54573,-1.52844,-1.44061,-1.37225,-1.33663,-1.33436,-1.25289,-1.18092,-1.12667,-1.09645,-1.11202
